Дата,Час,"Объем полного планового потребления, МВт.ч","Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.","Объем покупки по регулируемым договорам, МВт.ч","Объем покупки на РСВ, МВт.ч","Объем продажи в обеспечение РД, МВт.ч","Максимальный индекс равновесной цены, руб./МВт.ч","Минимальный индекс равновесной цены, руб./МВт.ч"
2022.01.23,6,28 551.792,1 101.86,4 735.931,23 134.238,28.768,1 348.30,724.88
2022.01.23,7,28 576.089,1 140.15,4 735.931,23 160.532,36.846,1 433.70,724.88
2022.01.23,8,28 440.294,1 212.58,4 735.931,23 027.299,35.984,1 549.87,724.88
2022.01.23,9,28 469.943,1 164.74,4 735.931,23 064.186,40.402,1 558.22,724.88
2022.01.23,10,28 386.281,1 151.12,4 735.931,22 992.261,52.250,1 567.24,724.88
2022.01.23,11,28 455.250,1 170.85,4 735.931,23 063.428,50.581,1 581.21,724.88
2022.01.23,12,28 714.916,1 131.65,4 735.931,23 348.258,43.851,1 538.85,724.88
2022.01.23,13,29 056.660,1 168.83,4 722.937,23 712.759,43.089,1 571.49,724.88
2022.01.23,14,29 188.613,1 211.97,8 727.144,19 838.678,34.612,1 752.92,724.88
2022.01.23,15,29 076.492,1 139.78,8 727.144,19 764.658,33.164,1 729.47,724.88
2022.01.23,16,28 707.065,1 173.99,8 727.144,19 382.254,31.017,1 765.74,724.88
2022.01.23,17,28 442.956,1 162.19,8 626.789,19 213.807,27.055,1 769.29,724.88
2022.01.23,18,27 661.828,1 161.09,2 242.192,24 804.492,28.127,1 750.94,724.88
2022.01.23,19,27 179.601,1 114.97,2 242.192,24 321.488,29.317,1 654.63,724.84
2022.01.23,20,26 628.748,1 008.56,2 242.192,23 770.892,36.987,1 473.21,724.84
2022.01.23,21,26 282.360,933.44,2 242.192,23 432.852,49.353,1 416.23,724.80
2022.01.23,22,26 094.555,913.30,2 242.192,23 245.518,55.826,1 283.37,724.80
2022.01.23,23,25 910.307,887.79,2 242.192,23 023.474,50.047,1 212.09,724.81
2022.01.24,0,25 875.770,874.61,2 242.192,22 976.621,35.043,1 158.22,725.00
2022.01.24,1,26 310.539,900.71,2 301.977,23 375.293,42.325,1 162.28,725.00
2022.01.24,2,27 160.725,916.53,5 645.031,20 891.237,32.856,1 142.79,725.00
2022.01.24,3,27 952.663,966.37,5 698.595,21 644.290,39.293,1 218.90,725.00
2022.01.24,4,28 598.404,1 004.88,4 735.931,23 259.324,33.094,1 307.28,725.00
2022.01.24,5,29 057.831,1 086.83,4 735.931,23 718.892,37.404,1 451.09,724.78
2022.01.24,6,29 152.827,1 126.44,4 735.931,23 812.261,38.530,1 545.27,724.65
2022.01.24,7,28 975.936,1 150.66,4 735.931,23 635.212,41.065,1 629.62,724.68
2022.01.24,8,28 756.937,1 150.88,4 735.931,23 421.964,42.073,1 639.62,724.70
2022.01.24,9,28 728.835,1 103.46,4 735.931,23 395.053,37.345,1 579.49,724.79
2022.01.24,10,28 611.348,1 079.77,4 735.931,23 282.043,40.142,1 533.31,724.81
2022.01.24,11,28 554.459,1 074.45,4 735.931,23 233.167,48.189,1 526.28,724.81
2022.01.24,12,28 767.047,1 098.15,4 735.931,23 442.256,39.985,1 544.63,724.74
2022.01.24,13,29 172.219,1 124.85,4 722.937,23 857.980,40.628,1 589.40,724.69
2022.01.24,14,29 353.782,1 132.04,8 727.144,20 034.874,38.637,1 605.42,724.64
2022.01.24,15,29 100.007,1 141.59,8 727.144,19 775.448,32.894,1 662.92,724.66
2022.01.24,16,28 706.127,1 153.35,8 727.144,19 363.977,29.346,1 648.18,724.63
2022.01.24,17,28 360.627,1 135.43,8 626.789,19 117.334,29.804,1 640.77,724.62
2022.01.24,18,27 682.106,1 120.64,2 242.192,24 810.689,24.079,1 600.84,724.65
2022.01.24,19,27 013.149,1 019.21,2 242.192,24 135.380,26.313,1 435.05,724.87
2022.01.24,20,26 560.052,945.64,2 242.192,23 685.536,35.981,1 339.00,725.00
2022.01.24,21,26 248.117,910.19,2 242.192,23 378.442,42.127,1 284.66,725.00
2022.01.24,22,26 150.712,891.30,2 242.192,23 272.121,46.788,1 221.89,725.00
2022.01.24,23,25 932.144,871.92,2 242.192,23 017.529,38.500,1 147.85,725.07
2022.01.25,0,26 021.651,849.42,2 242.192,23 115.011,37.112,1 129.63,692.77
2022.01.25,1,26 359.525,850.05,2 301.977,23 406.814,36.271,1 111.61,692.77
2022.01.25,2,27 176.779,875.95,5 645.031,20 918.882,36.179,1 118.21,694.69
2022.01.25,3,27 963.664,943.13,5 698.595,21 665.621,42.970,1 207.27,694.69
2022.01.25,4,28 679.499,974.17,4 735.931,23 350.583,34.147,1 290.90,694.69
2022.01.25,5,29 138.908,1 050.33,4 735.931,23 810.555,35.967,1 413.65,694.69
2022.01.25,6,29 093.639,1 130.31,4 735.931,23 765.006,37.552,1 598.53,694.55
2022.01.25,7,28 955.818,1 178.80,4 735.931,23 633.365,41.861,1 754.87,694.54
2022.01.25,8,28 809.603,1 174.40,4 735.931,23 491.533,41.473,1 749.26,694.56
2022.01.25,9,28 882.526,1 114.44,4 735.931,23 563.912,38.636,1 662.00,694.57
2022.01.25,10,28 821.604,1 102.01,4 735.931,23 505.774,42.610,1 648.78,694.57
2022.01.25,11,28 833.781,1 102.50,4 735.931,23 522.997,48.490,1 647.32,694.58
2022.01.25,12,28 980.422,1 115.36,4 735.931,23 670.229,44.392,1 638.30,694.57
2022.01.25,13,29 281.514,1 134.73,4 722.937,23 979.509,42.359,1 656.29,694.57
2022.01.25,14,29 368.202,1 158.87,8 727.144,20 060.506,42.867,1 591.61,694.52
2022.01.25,15,29 150.174,1 151.90,8 727.144,19 845.975,42.175,1 708.52,694.53
2022.01.25,16,28 753.590,1 169.77,8 727.144,19 432.225,38.046,1 729.96,694.60
2022.01.25,17,28 403.314,1 126.60,8 626.789,19 176.343,34.963,1 671.94,694.58
2022.01.25,18,27 705.953,1 123.68,2 242.192,24 843.074,28.075,1 644.21,694.53
2022.01.25,19,27 112.165,1 021.67,2 242.192,24 250.399,34.042,1 492.10,694.48
2022.01.25,20,26 568.757,933.45,2 242.192,23 705.229,39.575,1 343.91,694.48
2022.01.25,21,26 296.289,890.42,2 242.192,23 437.884,46.033,1 277.24,694.48
2022.01.25,22,26 153.226,871.27,2 242.192,23 273.489,45.021,1 198.77,694.47
2022.01.25,23,25 959.404,852.69,2 242.192,23 062.994,47.956,1 139.04,692.54
2022.01.26,0,26 101.858,855.79,2 242.192,23 212.382,41.028,1 133.43,698.11
2022.01.26,1,26 489.086,858.17,2 301.977,23 551.438,36.772,1 121.00,700.18
2022.01.26,2,27 281.369,927.00,5 645.031,21 070.844,39.935,1 170.40,700.15
2022.01.26,3,28 120.879,1 006.94,5 698.595,21 885.058,49.496,1 261.45,700.24
2022.01.26,4,28 816.881,1 030.30,4 735.931,23 550.617,42.174,1 351.08,700.24
2022.01.26,5,29 272.785,1 096.61,4 735.931,23 993.252,38.026,1 462.02,700.24
2022.01.26,6,29 274.968,1 146.32,4 735.931,23 992.141,37.789,1 614.92,700.24
2022.01.26,7,29 110.813,1 191.13,4 735.931,23 829.689,39.864,1 762.05,700.24
2022.01.26,8,28 950.875,1 174.87,4 735.931,23 669.152,36.683,1 711.37,700.24
2022.01.26,9,28 932.164,1 113.56,4 735.931,23 655.566,35.163,1 604.89,700.24
2022.01.26,10,28 863.607,1 105.36,4 735.931,23 586.530,39.579,1 591.20,700.24
2022.01.26,11,28 851.296,1 106.73,4 735.931,23 582.936,47.020,1 584.99,700.24
2022.01.26,12,28 965.022,1 109.43,4 735.931,23 695.226,42.341,1 575.91,700.15
2022.01.26,13,29 316.633,1 125.74,4 722.937,24 067.525,47.869,1 591.17,700.16
2022.01.26,14,29 505.249,1 135.86,8 727.144,20 245.799,43.617,1 616.73,700.07
2022.01.26,15,29 261.611,1 138.05,8 727.144,19 964.975,45.441,1 662.83,700.13
2022.01.26,16,28 893.666,1 173.05,8 727.144,19 586.405,45.683,1 724.28,700.07
2022.01.26,17,28 504.871,1 134.52,8 626.789,19 296.106,45.098,1 644.78,700.05
2022.01.26,18,27 828.726,1 130.11,2 242.192,24 981.377,36.888,1 640.91,700.00
2022.01.26,19,27 232.267,1 078.54,2 242.192,24 386.605,41.868,1 570.31,699.94
2022.01.26,20,26 682.994,943.03,2 242.192,23 836.095,49.180,1 353.95,699.94
2022.01.26,21,26 326.029,881.88,2 242.192,23 470.077,52.995,1 270.48,699.95
2022.01.26,22,26 171.560,867.67,2 242.192,23 299.915,53.281,1 176.87,698.52
2022.01.26,23,25 963.070,851.64,2 242.192,23 063.518,47.754,1 127.16,697.94
2022.01.27,0,26 240.251,806.77,2 242.192,23 381.341,35.780,1 084.81,639.72
2022.01.27,1,26 568.918,818.71,2 301.977,23 671.614,30.821,1 087.63,639.72
2022.01.27,2,27 343.259,875.52,5 645.031,21 114.741,36.972,1 127.20,639.72
2022.01.27,3,28 200.933,947.05,5 698.595,21 937.296,42.755,1 213.31,639.72
2022.01.27,4,28 967.166,979.10,4 735.931,23 681.799,33.508,1 285.22,639.72
2022.01.27,5,29 417.616,1 025.74,4 735.931,24 138.074,34.215,1 399.13,639.72
2022.01.27,6,29 428.567,1 132.13,4 735.931,24 131.483,35.654,1 599.11,639.72
2022.01.27,7,29 242.238,1 166.44,4 735.931,23 951.060,40.888,1 723.81,639.72
2022.01.27,8,29 068.066,1 162.72,4 735.931,23 778.034,36.404,1 715.80,639.72
2022.01.27,9,29 131.474,1 093.48,4 735.931,23 845.954,34.794,1 623.23,639.72
2022.01.27,10,29 039.133,1 082.68,4 735.931,23 755.546,40.069,1 607.07,639.72
2022.01.27,11,29 021.434,1 075.73,4 735.931,23 749.663,45.891,1 591.51,639.72
2022.01.27,12,29 053.506,1 093.13,4 735.931,23 775.151,39.649,1 591.60,639.69
2022.01.27,13,29 399.741,1 110.21,4 722.937,24 134.050,41.153,1 606.70,639.72
2022.01.27,14,29 537.197,1 132.93,8 727.144,20 264.363,38.746,1 650.59,639.64
2022.01.27,15,29 368.506,1 127.45,8 727.144,20 094.224,38.487,1 667.15,639.68
2022.01.27,16,28 997.911,1 155.33,8 727.144,19 712.345,37.045,1 706.40,639.66
2022.01.27,17,28 685.249,1 114.11,8 626.789,19 494.207,34.025,1 651.79,639.66
2022.01.27,18,27 874.731,987.45,2 242.192,25 052.620,28.806,1 570.09,0.00
2022.01.27,19,27 194.463,934.21,2 242.192,24 339.650,32.844,1 535.04,0.00
2022.01.27,20,26 662.863,872.60,2 242.192,23 799.278,39.398,1 385.08,225.48
2022.01.27,21,26 372.255,849.63,2 242.192,23 502.904,47.122,1 277.45,325.95
2022.01.27,22,26 224.256,837.81,2 242.192,23 347.983,46.778,1 197.14,383.11
2022.01.27,23,26 146.449,819.70,2 242.192,23 262.357,41.235,1 127.23,487.72
2022.01.28,0,26 344.705,832.66,2 242.192,23 411.440,31.293,1 131.02,578.80
2022.01.28,1,26 780.007,839.27,2 301.977,23 815.544,25.614,1 121.71,617.21
2022.01.28,2,27 547.628,893.85,5 645.031,21 277.450,32.146,1 136.37,658.98
2022.01.28,3,28 275.602,942.47,5 698.595,21 973.825,36.948,1 211.50,659.01
2022.01.28,4,29 019.078,977.02,4 735.931,23 697.346,29.458,1 295.40,659.01
2022.01.28,5,29 473.520,1 050.74,4 735.931,24 145.407,26.554,1 434.94,659.01
2022.01.28,6,29 536.446,1 141.51,4 735.931,24 198.901,27.256,1 642.74,659.00
2022.01.28,7,29 420.834,1 175.47,4 735.931,24 089.328,31.575,1 768.85,659.00
2022.01.28,8,29 334.645,1 174.73,4 735.931,24 006.453,30.478,1 762.39,659.00
2022.01.28,9,29 407.657,1 113.40,4 735.931,24 080.684,27.156,1 675.75,659.00
2022.01.28,10,29 269.338,1 101.04,4 735.931,23 948.904,32.264,1 670.08,659.01
2022.01.28,11,29 206.673,1 096.50,4 735.931,23 888.258,39.897,1 656.08,659.00
2022.01.28,12,29 336.629,1 108.86,4 735.931,24 017.621,34.224,1 642.06,658.91
2022.01.28,13,29 648.772,1 121.66,4 722.937,24 347.428,38.749,1 650.00,658.92
2022.01.28,14,29 810.685,1 145.31,8 727.144,20 502.919,35.507,1 700.56,658.87
2022.01.28,15,29 591.948,1 134.25,8 727.144,20 278.875,34.019,1 706.39,658.93
2022.01.28,16,29 185.666,1 156.37,8 727.144,19 863.480,33.767,1 725.17,658.88
2022.01.28,17,28 884.886,1 118.54,8 626.789,19 663.824,35.187,1 683.45,658.88
2022.01.28,18,28 190.149,1 105.75,2 242.192,25 331.260,25.189,1 646.12,658.85
2022.01.28,19,27 682.155,1 025.48,2 242.192,24 829.812,30.920,1 541.97,658.80
2022.01.28,20,27 188.562,940.28,2 242.192,24 327.524,36.339,1 451.43,658.79
2022.01.28,21,26 817.569,876.68,2 242.192,23 953.477,42.899,1 376.53,658.80
2022.01.28,22,26 618.185,856.13,2 242.192,23 746.848,42.772,1 253.34,658.82
2022.01.28,23,26 572.176,842.16,2 242.192,23 695.179,40.906,1 174.02,658.79
2022.01.29,0,26 427.489,890.22,2 242.192,23 558.098,29.715,1 222.29,701.46
2022.01.29,1,26 387.280,882.26,2 301.977,23 475.689,47.101,1 184.76,701.49
2022.01.29,2,26 654.572,884.27,5 645.031,20 396.817,31.614,1 166.11,701.47
2022.01.29,3,27 166.576,906.00,5 698.595,20 890.915,52.776,1 191.94,701.50
2022.01.29,4,27 942.381,958.48,4 735.931,22 624.424,37.869,1 252.13,701.50
2022.01.29,5,28 587.204,1 030.02,4 735.931,23 265.414,29.251,1 367.80,701.50
2022.01.29,6,28 941.586,1 121.03,4 735.931,23 616.511,28.854,1 541.84,701.50
2022.01.29,7,28 950.501,1 159.10,4 735.931,23 627.898,29.285,1 655.62,701.50
2022.01.29,8,28 835.081,1 160.87,4 735.931,23 526.064,27.242,1 722.37,701.50
2022.01.29,9,29 033.986,1 129.95,4 735.931,23 734.631,26.351,1 721.15,701.50
2022.01.29,10,28 998.326,1 122.28,4 735.931,23 690.499,25.793,1 710.51,701.50
2022.01.29,11,28 925.995,1 102.68,4 735.931,23 625.772,33.103,1 675.49,701.50
2022.01.29,12,29 103.299,1 099.96,4 735.931,23 801.788,28.724,1 653.01,701.50
2022.01.29,13,29 424.866,1 151.06,4 722.937,24 145.898,33.155,1 700.43,701.50
2022.01.29,14,29 534.803,1 161.95,8 727.144,20 250.183,29.580,1 739.89,701.50
2022.01.29,15,29 328.479,1 147.03,8 727.144,20 041.218,25.170,1 752.17,701.50
2022.01.29,16,28 911.423,1 166.18,8 727.144,19 607.614,19.574,1 767.45,701.50
2022.01.29,17,28 635.177,1 135.91,8 626.789,19 427.081,17.082,1 733.41,701.50
2022.01.29,18,28 058.664,1 143.46,2 242.192,25 215.459,10.212,1 707.21,701.50
2022.01.29,19,27 598.115,1 067.30,2 242.192,24 763.888,20.914,1 597.51,701.47
2022.01.29,20,27 162.093,987.01,2 242.192,24 327.114,25.861,1 451.04,701.48
2022.01.29,21,26 882.858,940.49,2 242.192,24 049.447,28.789,1 388.64,701.47
2022.01.29,22,26 707.347,905.27,2 242.192,23 869.175,30.076,1 270.94,701.46
2022.01.29,23,26 370.581,869.46,2 242.192,23 484.475,29.938,1 177.47,699.61
2022.01.30,0,26 433.410,844.90,2 242.192,23 583.524,20.832,1 143.96,665.19
2022.01.30,1,26 498.076,840.34,2 301.977,23 614.804,42.344,1 123.35,665.19
2022.01.30,2,26 703.229,850.74,5 645.031,20 468.389,26.771,1 113.10,665.19
2022.01.30,3,27 099.897,876.37,5 698.595,20 837.083,52.162,1 140.07,665.19
2022.01.30,4,27 752.887,894.56,4 735.931,22 461.144,39.103,1 171.08,665.19
2022.01.30,5,28 342.058,943.73,4 735.931,23 034.880,32.110,1 253.07,665.19
2022.01.30,6,28 701.484,1 033.26,4 735.931,23 341.791,31.810,1 397.70,663.24
2022.01.30,7,28 748.261,1 054.77,4 735.931,23 452.269,34.847,1 476.18,665.19
2022.01.30,8,28 556.053,1 093.17,4 735.931,23 254.705,31.793,1 629.70,665.19
2022.01.30,9,28 773.660,1 069.96,4 735.931,23 478.764,29.148,1 586.75,665.19
2022.01.30,10,28 719.352,1 071.81,4 735.931,23 427.757,33.891,1 608.70,665.19
2022.01.30,11,28 730.301,1 073.75,4 735.931,23 443.811,40.579,1 611.71,665.19
2022.01.30,12,28 832.729,1 080.01,4 735.931,23 541.626,35.450,1 603.06,665.19
2022.01.30,13,29 168.701,1 116.65,4 722.937,23 898.210,40.238,1 636.88,665.19
2022.01.30,14,29 320.032,1 145.24,8 727.144,20 035.369,34.691,1 698.07,665.19
2022.01.30,15,29 189.678,1 131.44,8 727.144,19 907.151,30.782,1 711.86,665.19
2022.01.30,16,28 841.706,1 166.59,8 727.144,19 546.122,25.316,1 742.62,665.19
2022.01.30,17,28 595.887,1 136.06,8 626.789,19 394.898,22.975,1 714.93,665.19
2022.01.30,18,28 023.359,1 139.84,2 242.192,25 195.831,18.626,1 680.03,665.19
2022.01.30,19,27 575.826,1 100.53,2 242.192,24 749.013,24.145,1 610.19,665.19
2022.01.30,20,27 148.813,986.59,2 242.192,24 324.580,29.062,1 416.18,665.19
2022.01.30,21,26 831.096,934.42,2 242.192,24 012.898,34.160,1 343.04,665.19
2022.01.30,22,26 655.024,906.79,2 242.192,23 833.960,36.820,1 256.24,665.19
2022.01.30,23,26 450.795,848.63,2 242.192,23 622.528,36.683,1 154.81,665.19
2022.01.31,0,26 296.636,880.78,2 242.192,23 390.582,23.139,1 154.46,723.06
2022.01.31,1,26 696.079,888.61,2 301.977,23 756.453,21.999,1 151.78,725.00
2022.01.31,2,27 441.388,929.47,5 645.031,21 171.423,26.404,1 173.90,725.00
2022.01.31,3,28 225.033,1 000.15,5 698.595,21 934.002,39.307,1 255.87,725.00
2022.01.31,4,29 075.744,1 044.30,4 735.931,23 731.272,33.322,1 375.40,722.75
2022.01.31,5,29 517.103,1 129.59,4 735.931,24 202.923,32.954,1 544.99,725.03
2022.01.31,6,29 626.968,1 200.21,4 735.931,24 312.828,32.464,1 663.42,725.02
2022.01.31,7,29 438.307,1 224.05,4 735.931,24 121.236,35.768,1 736.10,725.01
2022.01.31,8,29 201.488,1 219.67,4 735.931,23 888.436,35.715,1 745.55,725.02
2022.01.31,9,29 295.594,1 127.49,4 735.931,23 980.757,33.080,1 692.20,725.02
2022.01.31,10,29 245.467,1 131.23,4 735.931,23 924.374,32.462,1 660.97,725.01
2022.01.31,11,29 203.673,1 129.03,4 735.931,23 891.195,39.153,1 652.44,725.03
2022.01.31,12,29 315.204,1 126.98,4 735.931,23 999.871,36.929,1 544.69,725.00
2022.01.31,13,29 542.861,1 143.80,4 722.937,24 255.631,41.075,1 662.56,725.04
2022.01.31,14,29 681.356,1 166.30,8 727.144,20 392.930,35.516,1 608.50,725.00
2022.01.31,15,29 413.845,1 149.43,8 727.144,20 120.516,34.141,1 627.82,725.00
2022.01.31,16,29 043.497,1 182.31,8 727.144,19 731.942,30.222,1 626.35,725.00
2022.01.31,17,28 617.729,1 123.35,8 626.789,19 390.537,29.038,1 643.99,725.00
2022.01.31,18,27 872.852,1 160.96,2 242.192,25 011.423,24.171,1 568.54,725.00
2022.01.31,19,27 362.383,1 125.14,2 242.192,24 501.725,29.341,1 518.09,725.00
2022.01.31,20,26 973.460,1 051.02,2 242.192,24 111.726,32.608,1 478.19,725.00
2022.01.31,21,26 743.066,1 022.84,2 242.192,23 887.128,37.630,1 425.32,725.00
2022.01.31,22,26 494.567,980.49,2 242.192,23 627.731,37.874,1 335.60,725.00
2022.01.31,23,26 153.351,896.99,2 242.192,23 281.264,37.036,1 179.51,725.00
2022.02.01,0,26 203.027,961.45,2 322.486,23 169.955,27.001,1 214.75,810.34
2022.02.01,1,26 599.408,964.15,2 397.176,23 509.909,29.080,1 208.19,810.29
2022.02.01,2,27 410.934,1 016.99,5 941.582,20 805.010,35.112,1 235.09,810.11
2022.02.01,3,28 162.189,1 088.34,5 978.303,21 536.705,43.613,1 333.32,809.97
2022.02.01,4,28 833.851,1 114.98,4 954.793,23 235.825,34.622,1 444.18,809.96
2022.02.01,5,29 198.270,1 197.76,4 954.793,23 595.545,35.932,1 620.36,809.75
2022.02.01,6,29 236.727,1 307.51,4 954.793,23 634.027,36.741,1 779.38,809.30
2022.02.01,7,29 116.219,1 386.67,4 954.793,23 513.881,39.486,1 916.51,809.06
2022.02.01,8,28 919.822,1 341.06,4 954.793,23 323.060,37.675,1 882.26,809.38
2022.02.01,9,29 075.313,1 252.14,4 954.793,23 481.713,34.402,1 813.76,809.68
2022.02.01,10,29 004.639,1 223.45,4 954.793,23 410.982,36.059,1 808.81,809.86
2022.02.01,11,28 985.920,1 224.23,4 954.793,23 399.142,43.830,1 799.94,809.81
2022.02.01,12,29 065.944,1 233.56,4 954.793,23 476.527,41.479,1 764.18,809.74
2022.02.01,13,29 253.829,1 286.32,4 946.263,23 674.813,42.435,1 775.70,809.46
2022.02.01,14,29 437.656,1 321.36,9 190.023,19 613.127,41.232,1 822.19,809.30
2022.02.01,15,29 206.178,1 312.45,9 190.023,19 379.276,37.088,1 833.61,809.32
2022.02.01,16,28 884.363,1 342.29,9 190.023,19 043.794,30.135,1 882.02,809.22
2022.02.01,17,28 484.151,1 306.44,9 087.142,18 744.194,26.360,1 859.24,809.36
2022.02.01,18,27 846.446,1 296.41,2 322.486,24 860.991,24.972,1 823.51,809.35
2022.02.01,19,27 485.121,1 207.69,2 322.486,24 501.760,33.040,1 720.35,809.58
2022.02.01,20,26 996.181,1 139.78,2 322.486,24 020.970,38.051,1 563.74,809.71
2022.02.01,21,26 643.208,1 087.77,2 322.486,23 671.850,45.794,1 457.47,809.85
2022.02.01,22,26 309.176,1 027.69,2 322.486,23 323.924,42.516,1 361.65,810.03
2022.02.01,23,26 057.004,972.14,2 322.486,23 056.653,38.195,1 245.31,810.19
2022.02.02,0,26 244.120,1 016.34,2 322.486,23 234.311,25.214,1 268.90,736.94
2022.02.02,1,26 680.371,1 054.18,2 397.176,23 636.089,46.910,1 284.39,736.91
2022.02.02,2,27 460.631,1 094.35,5 941.582,20 878.523,44.444,1 314.81,736.72
2022.02.02,3,28 317.967,1 157.86,5 978.303,21 718.173,52.144,1 435.07,736.67
2022.02.02,4,28 945.560,1 144.78,4 954.793,23 389.975,48.279,1 499.02,737.64
2022.02.02,5,29 263.657,1 272.48,4 954.793,23 701.876,47.658,1 690.70,737.67
2022.02.02,6,29 367.631,1 305.66,4 954.793,23 798.285,46.023,1 749.16,737.66
2022.02.02,7,29 225.625,1 433.29,4 954.793,23 653.584,48.273,1 980.32,737.62
2022.02.02,8,29 090.213,1 439.72,4 954.793,23 522.908,42.650,1 913.19,735.87
2022.02.02,9,28 965.666,1 325.66,4 954.793,23 395.623,36.896,1 821.27,736.28
2022.02.02,10,28 852.338,1 324.83,4 954.793,23 285.116,40.962,1 825.81,736.28
2022.02.02,11,28 797.136,1 309.34,4 954.793,23 243.431,51.421,1 823.42,736.37
2022.02.02,12,28 923.012,1 314.77,4 954.793,23 351.379,49.607,1 807.96,736.24
2022.02.02,13,29 257.726,1 395.24,4 946.263,23 695.332,51.591,1 829.95,735.97
2022.02.02,14,29 495.831,1 417.30,9 190.023,19 690.037,49.721,1 842.59,735.74
2022.02.02,15,29 285.040,1 398.20,9 190.023,19 476.471,47.820,1 888.82,735.96
2022.02.02,16,28 959.800,1 399.39,9 190.023,19 142.716,47.948,1 879.03,735.87
2022.02.02,17,28 541.173,1 331.59,9 087.142,18 833.880,46.382,1 845.30,736.03
2022.02.02,18,27 887.549,1 324.92,2 322.486,24 928.851,38.649,1 832.86,735.92
2022.02.02,19,27 419.587,1 237.13,2 322.486,24 462.279,46.440,1 754.46,736.32
2022.02.02,20,26 931.359,1 158.87,2 322.486,23 967.909,52.043,1 586.25,736.49
2022.02.02,21,26 482.178,1 104.46,2 322.486,23 517.370,56.395,1 460.87,736.60
2022.02.02,22,26 216.483,1 071.82,2 322.486,23 243.779,52.828,1 394.50,736.67
2022.02.02,23,26 217.418,1 010.15,2 322.486,23 232.343,46.912,1 282.29,736.90
2022.02.03,0,26 130.110,961.59,2 322.486,23 122.772,27.600,1 225.16,789.85
2022.02.03,1,26 611.294,991.52,2 397.176,23 538.785,27.194,1 234.90,789.82
2022.02.03,2,27 416.315,1 059.40,5 941.582,20 815.331,30.637,1 280.70,789.65
2022.02.03,3,28 166.677,1 122.30,5 978.303,21 538.787,40.764,1 419.05,789.64
2022.02.03,4,28 836.192,1 139.45,4 954.793,23 230.459,32.281,1 453.99,789.67
2022.02.03,5,29 226.060,1 244.34,4 954.793,23 630.086,33.893,1 642.05,789.21
2022.02.03,6,29 103.764,1 266.55,4 954.793,23 508.118,33.896,1 703.11,789.13
2022.02.03,7,28 911.990,1 333.56,4 954.793,23 312.833,36.601,1 848.03,789.00
2022.02.03,8,28 736.292,1 359.82,4 954.793,23 124.365,32.991,1 899.78,788.91
2022.02.03,9,28 810.150,1 290.18,4 954.793,23 201.554,29.981,1 866.65,789.15
2022.02.03,10,28 912.993,1 237.09,4 954.793,23 307.801,32.070,1 835.13,789.34
2022.02.03,11,28 919.326,1 223.50,4 954.793,23 321.476,37.333,1 849.19,789.40
2022.02.03,12,28 974.813,1 219.97,4 954.793,23 377.432,34.752,1 780.96,789.28
2022.02.03,13,29 148.134,1 252.45,4 946.263,23 559.218,35.495,1 848.67,789.22
2022.02.03,14,29 210.882,1 267.22,9 190.023,19 383.508,35.244,1 747.37,788.93
2022.02.03,15,29 131.532,1 277.82,9 190.023,19 299.211,33.576,1 882.50,789.11
2022.02.03,16,28 686.625,1 315.56,9 190.023,18 838.148,30.163,1 910.16,788.99
2022.02.03,17,28 454.153,1 265.25,9 087.142,18 712.701,27.582,1 836.14,789.07
2022.02.03,18,27 836.651,1 249.19,2 322.486,24 849.047,23.056,1 811.57,789.15
2022.02.03,19,27 388.271,1 185.40,2 322.486,24 399.336,32.111,1 711.29,789.20
2022.02.03,20,26 827.566,1 116.32,2 322.486,23 837.654,38.812,1 543.79,789.37
2022.02.03,21,26 474.431,1 069.04,2 322.486,23 487.849,43.981,1 440.61,789.50
2022.02.03,22,26 252.429,1 038.02,2 322.486,23 257.398,39.589,1 386.41,789.54
2022.02.03,23,25 969.588,968.00,2 322.486,22 970.724,36.205,1 270.17,789.81
2022.02.04,0,25 543.416,934.99,2 322.486,22 557.018,28.293,1 205.90,770.69
2022.02.04,1,25 924.268,939.17,2 397.176,22 892.540,28.353,1 189.46,770.72
2022.02.04,2,26 719.872,1 012.74,5 941.582,20 161.857,34.270,1 239.45,770.45
2022.02.04,3,27 469.670,1 076.01,5 978.303,20 884.773,43.093,1 326.66,770.43
2022.02.04,4,28 154.380,1 097.75,4 954.793,22 598.521,35.079,1 408.08,770.37
2022.02.04,5,28 554.092,1 190.36,4 954.793,22 987.881,33.646,1 595.94,770.17
2022.02.04,6,28 663.449,1 275.64,4 954.793,23 093.935,33.053,1 729.97,769.88
2022.02.04,7,28 496.984,1 342.03,4 954.793,22 928.349,37.572,1 861.23,769.69
2022.02.04,8,28 276.477,1 301.52,4 954.793,22 708.783,33.529,1 818.96,769.85
2022.02.04,9,28 561.129,1 198.45,4 954.793,22 993.613,28.110,1 740.35,770.19
2022.02.04,10,28 399.705,1 174.63,4 954.793,22 832.230,31.604,1 723.35,770.26
2022.02.04,11,28 311.657,1 171.79,4 954.793,22 750.648,39.079,1 714.72,770.29
2022.02.04,12,28 343.073,1 177.27,4 954.793,22 776.340,36.271,1 699.31,770.28
2022.02.04,13,28 644.184,1 200.51,4 946.263,23 091.936,36.727,1 701.90,770.19
2022.02.04,14,28 695.836,1 230.70,9 190.023,18 906.093,35.868,1 698.27,769.97
