Дата,Час,"Объем полного планового потребления, МВт.ч","Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.","Объем покупки по регулируемым договорам, МВт.ч","Объем покупки на РСВ, МВт.ч","Объем продажи в обеспечение РД, МВт.ч","Максимальный индекс равновесной цены, руб./МВт.ч","Минимальный индекс равновесной цены, руб./МВт.ч"
2021.11.28,18,25 983.063,1 101.04,1 874.616,23 481.522,9.965,1 581.88,697.99
2021.11.28,19,25 193.171,1 048.27,1 874.616,22 686.212,15.358,1 514.06,697.99
2021.11.28,20,24 808.359,1 012.07,1 874.616,22 301.603,20.621,1 469.50,697.99
2021.11.28,21,24 531.875,962.74,1 874.616,22 015.733,15.384,1 412.97,695.81
2021.11.28,22,24 275.620,879.55,1 874.616,21 753.136,13.784,1 176.42,695.82
2021.11.28,23,24 170.057,857.45,1 874.616,21 619.481,15.747,1 116.35,695.92
2021.11.29,0,24 353.306,879.26,1 874.616,21 795.915,16.741,1 104.62,728.36
2021.11.29,1,24 782.070,896.77,1 936.600,22 156.696,9.131,1 077.61,728.35
2021.11.29,2,25 607.394,926.45,4 670.702,20 265.863,10.211,1 130.31,728.33
2021.11.29,3,26 463.132,931.82,4 727.264,21 087.853,19.450,1 134.79,728.80
2021.11.29,4,27 063.339,1 010.21,3 942.906,22 482.169,15.016,1 284.07,729.06
2021.11.29,5,27 480.074,1 064.41,3 942.906,22 890.084,13.799,1 416.49,729.26
2021.11.29,6,27 604.121,1 211.07,3 942.906,23 012.051,14.165,1 711.99,729.68
2021.11.29,7,27 420.809,1 277.98,3 942.906,22 825.150,18.581,1 874.60,729.43
2021.11.29,8,27 284.690,1 276.32,3 942.906,22 701.930,14.037,1 847.32,729.74
2021.11.29,9,27 195.805,1 072.80,3 942.906,22 623.466,13.151,1 655.36,502.24
2021.11.29,10,27 115.933,1 071.50,3 942.906,22 540.805,15.813,1 775.83,729.00
2021.11.29,11,27 193.584,1 085.93,3 942.906,22 623.698,20.300,1 802.98,728.99
2021.11.29,12,27 543.908,1 106.30,3 942.906,22 971.800,16.428,1 783.42,728.80
2021.11.29,13,27 864.147,1 175.66,3 928.789,23 300.872,15.214,1 831.49,728.99
2021.11.29,14,27 876.188,1 174.17,7 200.318,20 045.927,14.294,1 854.30,728.96
2021.11.29,15,27 540.492,1 148.38,7 200.318,19 713.207,17.672,1 831.50,728.76
2021.11.29,16,27 073.531,1 087.31,7 200.318,19 239.737,14.733,1 724.80,728.69
2021.11.29,17,26 626.636,1 026.91,7 095.889,18 906.569,20.947,1 720.97,728.39
2021.11.29,18,26 086.012,1 082.17,1 874.616,23 568.318,18.042,1 591.43,729.01
2021.11.29,19,25 498.897,1 121.66,1 874.616,22 972.402,20.410,1 620.34,729.03
2021.11.29,20,25 097.009,1 027.27,1 874.616,22 572.466,25.800,1 467.99,728.80
2021.11.29,21,24 856.327,998.53,1 874.616,22 330.790,24.430,1 399.76,728.70
2021.11.29,22,24 471.031,903.12,1 874.616,21 928.663,17.682,1 191.17,728.39
2021.11.29,23,24 385.155,881.78,1 874.616,21 823.367,17.200,1 115.54,728.37
2021.11.30,0,24 388.596,876.53,1 874.616,21 828.301,15.080,1 095.70,729.25
2021.11.30,1,24 785.554,877.53,1 936.600,22 171.657,8.009,1 077.13,729.27
2021.11.30,2,25 548.329,891.54,4 670.702,20 224.475,7.776,1 079.84,729.29
2021.11.30,3,26 343.049,916.10,4 727.264,20 983.824,19.686,1 111.03,729.29
2021.11.30,4,26 969.678,1 001.93,3 942.906,22 402.934,14.212,1 277.96,729.53
2021.11.30,5,27 336.967,1 051.25,3 942.906,22 759.975,12.096,1 396.45,729.82
2021.11.30,6,27 506.914,1 206.20,3 942.906,22 924.766,11.043,1 697.21,730.09
2021.11.30,7,27 290.262,1 279.35,3 942.906,22 700.166,16.560,1 868.49,730.27
2021.11.30,8,27 121.487,1 277.51,3 942.906,22 534.731,11.863,1 868.31,730.25
2021.11.30,9,26 999.717,1 063.54,3 942.906,22 432.438,9.949,1 752.22,729.49
2021.11.30,10,27 001.206,1 060.45,3 942.906,22 438.221,10.108,1 757.09,729.55
2021.11.30,11,27 119.430,1 072.76,3 942.906,22 563.512,16.431,1 760.83,729.65
2021.11.30,12,27 336.552,1 104.00,3 942.906,22 779.163,15.022,1 787.61,729.56
2021.11.30,13,27 702.629,1 140.77,3 928.789,23 152.407,13.411,1 791.13,729.79
2021.11.30,14,27 770.723,1 147.71,7 200.318,19 954.433,11.393,1 811.15,729.78
2021.11.30,15,27 412.378,1 111.09,7 200.318,19 593.937,13.085,1 808.81,729.65
2021.11.30,16,27 041.023,1 073.34,7 200.318,19 220.460,11.813,1 784.57,729.62
2021.11.30,17,26 588.231,1 041.76,7 095.889,18 876.488,16.439,1 701.87,729.45
2021.11.30,18,26 060.321,1 062.67,1 874.616,23 546.658,15.171,1 619.23,729.61
2021.11.30,19,25 384.110,1 088.43,1 874.616,22 859.196,19.909,1 617.65,729.54
2021.11.30,20,24 950.511,1 017.68,1 874.616,22 427.989,27.091,1 468.39,729.51
2021.11.30,21,24 694.462,991.85,1 874.616,22 174.958,22.924,1 409.37,729.33
2021.11.30,22,24 364.286,900.83,1 874.616,21 818.628,18.903,1 188.12,729.29
2021.11.30,23,24 329.277,884.81,1 874.616,21 770.692,17.746,1 125.07,729.28
2021.12.01,0,24 532.422,858.05,2 004.938,21 891.093,31.927,1 107.35,691.97
2021.12.01,1,24 959.118,855.96,2 074.239,22 298.893,65.675,1 086.12,691.97
2021.12.01,2,25 721.542,890.70,4 976.955,20 142.190,33.086,1 113.18,692.06
2021.12.01,3,26 486.028,901.64,5 038.655,20 871.179,49.562,1 138.69,692.05
2021.12.01,4,27 035.679,985.99,4 206.992,22 241.474,36.353,1 285.74,692.26
2021.12.01,5,27 427.577,1 045.20,4 206.992,22 623.057,28.037,1 440.11,692.48
2021.12.01,6,27 454.728,1 125.36,4 206.992,22 646.481,26.088,1 629.65,692.57
2021.12.01,7,27 288.706,1 072.66,4 206.992,22 498.097,42.771,1 674.32,692.40
2021.12.01,8,27 164.279,1 064.29,4 206.992,22 385.111,47.972,1 767.37,692.26
2021.12.01,9,27 088.058,974.18,4 206.992,22 314.251,55.011,1 719.38,691.92
2021.12.01,10,27 050.668,956.57,4 206.992,22 281.343,60.126,1 624.98,691.91
2021.12.01,11,27 145.710,960.55,4 206.992,22 381.881,55.776,1 635.01,691.91
2021.12.01,12,27 403.530,987.34,4 206.992,22 627.675,38.781,1 668.90,691.73
2021.12.01,13,27 726.851,1 003.57,4 191.527,22 958.408,21.535,1 689.31,691.70
2021.12.01,14,27 802.451,1 013.59,7 663.844,19 575.329,30.873,1 815.47,691.64
2021.12.01,15,27 486.809,991.91,7 663.844,19 253.202,35.843,1 759.77,691.68
2021.12.01,16,27 080.937,958.91,7 663.844,18 863.383,61.487,1 635.72,691.72
2021.12.01,17,26 751.894,940.56,7 548.308,18 623.956,50.720,1 672.32,691.74
2021.12.01,18,26 260.652,971.42,2 004.938,23 654.828,30.432,1 583.06,691.76
2021.12.01,19,25 690.102,1 024.70,2 004.938,23 065.568,40.044,1 573.38,691.99
2021.12.01,20,25 109.559,1 034.55,2 004.938,22 480.782,57.983,1 498.59,692.21
2021.12.01,21,24 823.214,990.22,2 004.938,22 203.764,63.843,1 406.56,692.07
2021.12.01,22,24 589.156,914.20,2 004.938,21 972.940,59.123,1 258.18,691.79
2021.12.01,23,24 420.386,862.57,2 004.938,21 796.795,51.130,1 131.21,691.72
2021.12.02,0,24 393.136,857.18,2 004.938,21 708.727,34.448,1 071.03,710.79
2021.12.02,1,24 791.190,860.01,2 074.239,22 077.023,63.607,1 065.77,710.81
2021.12.02,2,25 514.614,874.95,4 976.955,19 894.437,26.046,1 071.35,710.83
2021.12.02,3,26 285.468,877.86,5 038.655,20 644.396,47.925,1 093.70,710.85
2021.12.02,4,26 888.203,942.89,4 206.992,22 071.942,33.195,1 231.65,711.05
2021.12.02,5,27 273.878,1 030.19,4 206.992,22 433.528,24.703,1 405.05,711.34
2021.12.02,6,27 379.864,1 135.79,4 206.992,22 537.000,22.623,1 607.60,711.52
2021.12.02,7,27 245.221,1 242.42,4 206.992,22 407.103,38.908,1 785.20,711.75
2021.12.02,8,27 059.803,1 197.33,4 206.992,22 240.377,47.148,1 771.92,711.62
2021.12.02,9,27 017.982,1 012.61,4 206.992,22 227.932,54.353,1 709.77,710.91
2021.12.02,10,26 931.018,1 010.25,4 206.992,22 144.218,58.254,1 715.14,710.89
2021.12.02,11,26 982.192,1 011.71,4 206.992,22 196.321,55.675,1 716.09,710.91
2021.12.02,12,27 238.942,1 035.91,4 206.992,22 433.223,30.652,1 735.68,710.93
2021.12.02,13,27 569.647,1 103.57,4 191.527,22 757.055,17.220,1 751.09,711.23
2021.12.02,14,27 582.098,1 108.22,7 663.844,19 306.132,22.493,1 746.00,711.31
2021.12.02,15,27 270.565,1 055.92,7 663.844,18 990.586,25.153,1 730.17,711.12
2021.12.02,16,26 931.949,1 009.17,7 663.844,18 684.666,51.232,1 723.12,710.97
2021.12.02,17,26 542.175,989.13,7 548.308,18 394.979,36.111,1 625.95,710.91
2021.12.02,18,26 094.314,1 033.83,2 004.938,23 448.359,16.817,1 593.17,711.12
2021.12.02,19,25 477.881,1 078.82,2 004.938,22 822.771,23.751,1 575.92,711.08
2021.12.02,20,24 985.671,984.52,2 004.938,22 356.127,45.013,1 455.68,710.87
2021.12.02,21,24 674.671,963.51,2 004.938,22 048.915,54.557,1 391.53,710.87
2021.12.02,22,24 344.474,886.59,2 004.938,21 701.922,54.097,1 168.92,710.86
2021.12.02,23,24 195.831,867.27,2 004.938,21 526.946,47.358,1 101.19,710.83
2021.12.03,0,24 158.777,873.86,2 004.938,21 483.977,42.034,1 102.11,722.87
2021.12.03,1,24 579.251,876.78,2 074.239,21 884.746,74.831,1 089.32,722.85
2021.12.03,2,25 338.436,890.76,4 976.955,19 731.079,39.274,1 098.82,722.89
2021.12.03,3,26 140.672,903.38,5 038.655,20 506.687,59.264,1 127.23,722.95
2021.12.03,4,26 753.102,981.83,4 206.992,21 930.762,43.445,1 272.71,723.22
2021.12.03,5,27 103.698,1 089.90,4 206.992,22 272.312,36.500,1 487.95,723.42
2021.12.03,6,27 134.581,1 174.82,4 206.992,22 304.931,31.210,1 677.72,723.55
2021.12.03,7,27 004.865,1 230.60,4 206.992,22 183.282,49.633,1 794.04,723.67
2021.12.03,8,26 846.369,1 115.46,4 206.992,22 038.751,56.199,1 732.03,723.35
2021.12.03,9,26 820.332,1 009.29,4 206.992,22 040.947,64.302,1 708.62,722.92
2021.12.03,10,26 758.145,1 008.54,4 206.992,21 986.421,68.813,1 719.01,722.91
2021.12.03,11,26 827.030,1 013.88,4 206.992,22 054.560,64.620,1 721.82,722.93
2021.12.03,12,27 045.415,1 029.32,4 206.992,22 252.796,34.652,1 726.78,722.91
2021.12.03,13,27 471.793,1 097.27,4 191.527,22 669.306,19.793,1 760.33,723.17
2021.12.03,14,27 481.710,1 098.95,7 663.844,19 215.812,27.730,1 769.61,723.17
2021.12.03,15,27 124.816,1 075.42,7 663.844,18 872.409,44.137,1 764.02,723.14
2021.12.03,16,26 714.672,1 011.30,7 663.844,18 494.182,71.125,1 731.84,722.91
2021.12.03,17,26 324.819,990.66,7 548.308,18 196.729,48.173,1 640.17,722.91
2021.12.03,18,25 726.705,1 051.59,2 004.938,23 097.829,30.937,1 651.94,723.18
2021.12.03,19,25 072.859,1 092.20,2 004.938,22 445.852,43.048,1 625.28,723.05
2021.12.03,20,24 668.285,1 027.34,2 004.938,22 065.819,68.174,1 504.33,722.90
2021.12.03,21,24 416.384,984.73,2 004.938,21 809.383,72.536,1 442.37,722.88
2021.12.03,22,24 098.621,923.32,2 004.938,21 487.353,72.868,1 266.31,722.89
2021.12.03,23,23 952.968,886.60,2 004.938,21 307.131,62.658,1 137.12,722.87
2021.12.04,0,24 037.169,897.06,2 004.938,21 397.496,53.549,1 182.01,722.16
2021.12.04,1,24 248.600,886.54,2 074.239,21 585.800,105.223,1 137.54,722.15
2021.12.04,2,24 684.380,893.25,4 976.955,19 122.251,90.918,1 137.82,722.15
2021.12.04,3,25 186.473,889.62,5 038.655,19 600.031,117.983,1 133.44,722.15
2021.12.04,4,25 854.232,932.13,4 206.992,21 071.586,81.112,1 203.93,722.15
2021.12.04,5,26 450.274,1 021.84,4 206.992,21 639.041,56.414,1 361.04,722.15
2021.12.04,6,26 757.162,1 110.16,4 206.992,21 941.035,47.849,1 509.26,722.15
2021.12.04,7,26 789.113,1 137.40,4 206.992,21 983.722,59.053,1 551.17,722.15
2021.12.04,8,26 684.207,1 249.41,4 206.992,21 917.156,71.661,1 719.46,746.29
2021.12.04,9,26 574.558,1 087.83,4 206.992,21 801.689,82.267,1 734.42,722.15
2021.12.04,10,26 516.347,1 076.02,4 206.992,21 745.709,83.425,1 738.15,722.15
2021.12.04,11,26 573.407,1 088.19,4 206.992,21 798.359,75.714,1 736.76,722.15
2021.12.04,12,26 870.784,1 177.88,4 206.992,22 069.595,40.445,1 766.36,722.15
2021.12.04,13,27 278.362,1 283.03,4 191.527,22 480.059,23.119,1 825.94,722.15
2021.12.04,14,27 215.466,1 285.58,7 663.844,18 951.762,32.871,1 931.15,722.15
2021.12.04,15,26 908.225,1 240.15,7 663.844,18 688.885,51.701,1 747.80,763.04
2021.12.04,16,26 627.740,1 074.94,7 663.844,18 397.904,70.698,1 635.14,722.15
2021.12.04,17,26 300.613,1 084.97,7 548.308,18 172.012,39.315,1 657.05,731.80
2021.12.04,18,25 825.412,1 063.52,2 004.938,23 171.241,17.528,1 613.89,722.15
2021.12.04,19,25 281.093,1 093.46,2 004.938,22 619.212,24.240,1 595.15,720.80
2021.12.04,20,24 788.040,1 013.04,2 004.938,22 148.830,52.341,1 483.68,722.15
2021.12.04,21,24 484.879,980.43,2 004.938,21 858.846,64.380,1 434.19,722.15
2021.12.04,22,24 365.472,921.37,2 004.938,21 745.626,63.830,1 392.84,722.15
2021.12.04,23,24 062.995,887.00,2 004.938,21 422.970,61.824,1 138.09,722.15
2021.12.05,0,24 252.492,871.87,2 004.938,21 588.591,56.284,1 129.06,701.93
2021.12.05,1,24 268.425,862.37,2 074.239,21 578.523,103.681,1 093.93,701.93
2021.12.05,2,24 540.912,862.93,4 976.955,18 940.887,86.891,1 080.91,701.93
2021.12.05,3,24 976.293,876.75,5 038.655,19 346.165,113.055,1 084.90,701.93
2021.12.05,4,25 566.871,891.78,4 206.992,20 757.932,78.220,1 120.71,701.93
2021.12.05,5,26 144.007,932.57,4 206.992,21 321.522,59.626,1 194.79,701.93
2021.12.05,6,26 540.303,1 056.21,4 206.992,21 734.408,53.530,1 402.05,716.75
2021.12.05,7,26 598.747,1 095.08,4 206.992,21 794.647,64.147,1 496.99,714.20
2021.12.05,8,26 487.858,1 162.30,4 206.992,21 683.525,74.287,1 537.39,723.71
2021.12.05,9,26 672.461,1 103.47,4 206.992,21 908.789,83.826,1 613.04,720.76
2021.12.05,10,26 706.863,1 108.13,4 206.992,21 951.452,86.278,1 636.71,720.50
2021.12.05,11,26 775.831,1 094.47,4 206.992,21 975.694,72.936,1 572.37,701.93
2021.12.05,12,27 018.579,1 128.98,4 206.992,22 194.880,37.531,1 625.03,701.93
2021.12.05,13,27 230.087,1 187.21,4 191.527,22 412.719,22.888,1 656.84,701.93
2021.12.05,14,27 243.321,1 180.23,7 663.844,18 961.178,34.573,1 657.33,701.93
2021.12.05,15,27 035.311,1 182.95,7 663.844,18 787.589,49.945,1 649.54,734.69
2021.12.05,16,26 863.935,1 131.75,7 663.844,18 612.713,70.727,1 621.84,701.93
2021.12.05,17,26 610.429,1 079.16,7 548.308,18 429.184,40.254,1 585.27,701.93
2021.12.05,18,25 878.140,1 139.48,2 004.938,23 222.307,18.452,1 620.76,720.68
2021.12.05,19,25 170.528,1 144.69,2 004.938,22 507.117,28.319,1 576.29,722.12
2021.12.05,20,24 890.747,1 028.10,2 004.938,22 243.797,51.017,1 451.33,700.56
2021.12.05,21,24 570.639,990.56,2 004.938,21 936.646,60.713,1 388.61,700.46
2021.12.05,22,24 357.756,955.19,2 004.938,21 725.667,64.396,1 319.68,700.91
2021.12.05,23,24 107.201,866.94,2 004.938,21 470.223,63.289,1 121.53,701.93
2021.12.06,0,24 201.486,871.66,2 004.938,21 524.919,46.253,1 082.60,733.33
2021.12.06,1,24 562.223,878.42,2 074.239,21 853.548,71.039,1 072.20,733.33
2021.12.06,2,25 303.733,889.94,4 976.955,19 679.754,32.367,1 067.37,733.33
2021.12.06,3,26 074.432,884.94,5 038.655,20 427.114,59.949,1 060.29,733.33
2021.12.06,4,26 751.788,942.77,4 206.992,21 941.319,42.698,1 199.83,733.33
2021.12.06,5,27 157.034,1 034.00,4 206.992,22 328.448,35.789,1 396.22,733.32
2021.12.06,6,27 149.372,1 135.00,4 206.992,22 316.137,35.174,1 648.86,733.32
2021.12.06,7,26 886.407,1 146.68,4 206.992,22 069.493,53.370,1 721.06,733.32
2021.12.06,8,26 816.442,1 132.20,4 206.992,22 008.974,59.946,1 721.58,733.32
2021.12.06,9,26 910.766,1 121.55,4 206.992,22 107.857,68.555,1 678.58,733.32
2021.12.06,10,26 931.197,1 116.01,4 206.992,22 138.787,72.416,1 673.16,733.32
2021.12.06,11,27 030.002,1 122.09,4 206.992,22 240.329,66.055,1 678.60,733.32
2021.12.06,12,27 263.276,1 060.49,4 206.992,22 462.962,33.283,1 584.41,733.32
2021.12.06,13,27 615.634,1 132.88,4 191.527,22 832.901,20.582,1 693.07,733.33
2021.12.06,14,27 551.889,1 131.54,7 663.844,19 289.975,26.092,1 721.97,733.32
2021.12.06,15,27 329.125,1 076.13,7 663.844,19 073.483,43.306,1 732.64,733.32
2021.12.06,16,26 910.600,1 028.10,7 663.844,18 674.300,65.608,1 610.33,733.32
2021.12.06,17,26 515.087,977.03,7 548.308,18 372.987,39.810,1 572.87,733.33
2021.12.06,18,25 948.421,972.71,2 004.938,23 315.541,20.050,1 509.10,733.33
2021.12.06,19,25 301.529,1 005.42,2 004.938,22 658.885,34.541,1 510.65,733.32
2021.12.06,20,24 838.402,952.18,2 004.938,22 214.668,57.312,1 452.66,733.33
2021.12.06,21,24 595.871,930.94,2 004.938,21 981.683,66.029,1 353.10,733.33
2021.12.06,22,24 335.901,893.55,2 004.938,21 699.354,68.058,1 189.06,733.33
2021.12.06,23,24 039.139,871.08,2 004.938,21 373.138,62.202,1 092.22,733.33
2021.12.07,0,24 138.332,821.61,2 004.938,21 449.055,28.133,1 040.57,677.29
2021.12.07,1,24 519.047,817.15,2 074.239,21 801.950,56.798,1 020.00,677.29
2021.12.07,2,25 229.938,835.27,4 976.955,19 610.911,21.068,1 020.00,677.29
2021.12.07,3,26 011.507,835.37,5 038.655,20 366.395,41.983,1 027.43,677.29
2021.12.07,4,26 668.079,911.21,4 206.992,21 850.046,26.671,1 160.50,677.29
2021.12.07,5,27 044.868,989.83,4 206.992,22 211.073,20.095,1 319.57,677.29
2021.12.07,6,27 161.111,1 098.20,4 206.992,22 321.503,16.777,1 526.78,677.29
2021.12.07,7,27 015.779,1 123.49,4 206.992,22 183.048,33.380,1 595.37,677.29
2021.12.07,8,26 907.126,1 128.37,4 206.992,22 085.413,42.733,1 602.77,677.29
2021.12.07,9,26 850.053,1 040.25,4 206.992,22 048.091,52.192,1 538.97,677.29
2021.12.07,10,26 793.254,1 027.62,4 206.992,21 996.477,55.390,1 539.05,677.29
2021.12.07,11,26 896.262,1 060.38,4 206.992,22 098.778,50.657,1 538.03,677.29
2021.12.07,12,27 097.615,1 077.13,4 206.992,22 296.802,27.893,1 551.73,677.29
2021.12.07,13,27 410.020,1 119.10,4 191.527,22 602.810,14.836,1 563.63,677.29
2021.12.07,14,27 444.497,1 135.09,7 663.844,19 171.393,22.415,1 603.21,677.29
2021.12.07,15,27 186.227,1 105.02,7 663.844,18 906.011,25.211,1 586.48,677.29
2021.12.07,16,26 948.685,1 078.91,7 663.844,18 691.004,54.448,1 554.88,677.29
2021.12.07,17,26 631.016,1 041.84,7 548.308,18 461.999,36.498,1 499.83,677.29
2021.12.07,18,26 007.685,1 049.31,2 004.938,23 342.331,20.169,1 489.19,677.29
2021.12.07,19,25 343.191,1 048.36,2 004.938,22 687.201,21.380,1 452.82,677.29
2021.12.07,20,24 886.441,989.69,2 004.938,22 226.832,46.670,1 409.41,677.29
2021.12.07,21,24 570.811,906.50,2 004.938,21 924.238,54.508,1 286.96,677.29
2021.12.07,22,24 220.507,838.98,2 004.938,21 568.651,58.425,1 101.29,677.29
2021.12.07,23,23 983.246,816.24,2 004.938,21 302.225,51.689,1 022.57,677.29
2021.12.08,0,24 209.602,688.14,2 004.938,21 562.284,42.152,1 120.70,222.56
2021.12.08,1,24 613.504,695.66,2 074.239,21 936.411,68.936,1 020.00,222.19
2021.12.08,2,25 400.863,756.10,4 976.955,19 803.130,33.432,1 048.39,219.67
2021.12.08,3,26 160.401,763.16,5 038.655,20 538.064,62.852,1 076.69,219.62
2021.12.08,4,26 854.351,829.75,4 206.992,22 052.459,40.865,1 202.58,216.88
2021.12.08,5,27 284.252,975.56,4 206.992,22 456.594,35.924,1 456.24,213.52
2021.12.08,6,27 213.078,1 107.36,4 206.992,22 347.683,35.191,1 652.51,213.51
