Дата,День,"Объем планового производства, МВт.ч","Индекс равновесных цен на продажу электроэнергии, руб./МВт.ч.","Объем продажи по регулируемым договорам, МВт.ч","Объем продажи на РСВ, МВт.ч","Объем покупки в обеспечение РД, МВт.ч","Максимальный индекс равновесной цены за период, руб./МВт.ч","Минимальный индекс равновесной цены за период, руб./МВт.ч"
2021.11.26,0,25 213.512,610.27,1 874.616,22 377.126,110.380,5 004.48,474.91
2021.11.26,1,25 681.747,629.04,1 936.600,22 803.800,130.803,5 004.48,474.92
2021.11.26,2,26 370.710,731.27,4 670.702,20 905.518,277.660,5 004.48,475.62
2021.11.26,3,27 071.590,638.19,4 727.264,21 545.753,273.577,5 004.48,475.62
2021.11.26,4,27 573.092,881.36,3 942.906,22 790.999,233.963,5 004.48,475.62
2021.11.26,5,27 956.380,935.43,3 942.906,23 169.287,233.963,5 004.48,475.62
2021.11.26,6,28 124.904,958.01,3 942.906,23 337.811,233.963,5 004.48,475.62
2021.11.26,7,28 016.482,961.67,3 942.906,23 229.389,233.963,5 004.48,475.62
2021.11.26,8,27 911.198,867.26,3 942.906,23 130.105,233.963,5 004.48,475.62
2021.11.26,9,27 787.348,733.33,3 942.906,23 080.432,302.290,5 004.48,474.92
2021.11.26,10,27 762.580,731.44,3 942.906,23 055.664,302.290,5 004.48,474.91
2021.11.26,11,27 857.753,732.25,3 942.906,23 148.584,300.037,5 004.48,474.91
2021.11.26,12,28 038.114,736.24,3 942.906,23 328.945,300.037,5 004.48,474.87
2021.11.26,13,28 394.173,749.71,3 928.789,23 715.500,322.416,5 004.48,474.87
2021.11.26,14,28 539.686,751.49,7 200.318,21 132.927,865.859,5 004.48,475.60
2021.11.26,15,28 166.975,744.25,7 200.318,20 820.352,925.995,5 004.48,474.85
2021.11.26,16,27 924.866,898.89,7 200.318,20 378.712,726.464,5 004.48,475.61
2021.11.26,17,27 536.971,696.70,7 095.889,20 126.226,751.444,5 004.48,475.60
2021.11.26,18,27 150.051,903.06,1 874.616,24 319.515,110.380,5 004.48,475.58
2021.11.26,19,26 464.304,873.32,1 874.616,23 639.530,116.142,5 004.48,475.58
2021.11.26,20,26 140.654,789.95,1 874.616,23 315.880,116.142,5 004.48,475.58
2021.11.26,21,25 783.188,740.20,1 874.616,22 975.455,133.183,5 004.48,475.57
2021.11.26,22,25 587.187,711.99,1 874.616,22 779.454,133.183,5 004.48,475.57
2021.11.26,23,25 427.330,652.51,1 874.616,22 619.597,133.183,5 004.48,475.57
2021.11.27,0,25 089.622,899.11,1 874.616,22 345.716,158.810,5 004.48,767.53
2021.11.27,1,25 245.751,900.66,1 936.600,22 456.769,175.718,5 004.48,767.55
2021.11.27,2,25 499.746,954.53,4 670.702,20 307.106,506.162,5 004.48,767.15
2021.11.27,3,26 070.396,946.39,4 727.264,20 824.600,509.568,5 004.48,767.30
2021.11.27,4,26 716.655,1 031.04,3 942.906,22 119.129,373.480,5 004.48,770.21
2021.11.27,5,27 340.493,1 050.60,3 942.906,22 741.039,371.552,5 004.48,770.22
2021.11.27,6,27 677.840,1 085.63,3 942.906,23 082.382,375.548,5 004.48,770.20
2021.11.27,7,27 830.324,1 166.28,3 942.906,23 234.002,374.684,5 004.48,770.19
2021.11.27,8,27 747.919,1 170.27,3 942.906,23 151.385,374.472,5 004.48,770.22
2021.11.27,9,27 716.468,1 168.44,3 942.906,23 119.849,374.387,5 004.48,770.22
2021.11.27,10,27 738.314,1 127.81,3 942.906,23 142.451,375.143,5 004.48,770.22
2021.11.27,11,27 829.794,1 128.49,3 942.906,23 230.257,371.469,5 004.48,770.26
2021.11.27,12,28 213.553,1 102.02,3 942.906,23 616.375,373.828,5 004.48,770.21
2021.11.27,13,28 545.844,1 131.13,3 928.789,23 971.417,382.462,5 004.48,770.24
2021.11.27,14,28 501.569,1 126.96,7 200.318,21 369.872,1 096.721,5 004.48,767.01
2021.11.27,15,28 258.433,1 111.37,7 200.318,21 123.934,1 093.919,5 004.48,770.20
2021.11.27,16,27 780.257,1 055.71,7 200.318,20 648.560,1 096.721,5 004.48,767.08
2021.11.27,17,27 419.447,1 012.87,7 095.889,20 402.640,1 107.182,5 004.48,767.25
2021.11.27,18,26 934.684,1 041.32,1 874.616,24 190.778,158.810,5 004.48,767.13
2021.11.27,19,26 292.490,1 024.82,1 874.616,23 548.584,158.810,5 004.48,767.18
2021.11.27,20,25 797.139,983.90,1 874.616,23 053.233,158.810,5 004.48,767.33
2021.11.27,21,25 479.246,933.53,1 874.616,22 735.340,158.810,5 004.48,767.48
2021.11.27,22,25 223.278,907.65,1 874.616,22 479.372,158.810,5 004.48,767.50
2021.11.27,23,25 061.761,885.74,1 874.616,22 317.855,158.810,5 004.48,767.64
2021.11.28,0,25 156.467,821.76,1 874.616,22 362.561,158.810,5 004.48,695.87
2021.11.28,1,25 158.055,845.96,1 936.600,22 319.073,175.718,5 004.48,695.87
2021.11.28,2,25 474.754,862.39,4 670.702,20 287.576,561.624,5 004.48,697.98
2021.11.28,3,25 968.414,843.47,4 727.264,20 717.541,554.491,5 004.48,697.99
2021.11.28,4,26 406.176,907.50,3 942.906,21 793.020,407.850,5 004.48,695.48
2021.11.28,5,27 014.206,971.64,3 942.906,22 376.081,382.881,5 004.48,697.99
2021.11.28,6,27 378.819,1 024.44,3 942.906,22 742.293,384.480,5 004.48,697.99
2021.11.28,7,27 472.994,1 029.05,3 942.906,22 836.340,384.352,5 004.48,697.99
2021.11.28,8,27 519.251,1 046.46,3 942.906,22 853.516,355.271,5 004.48,697.99
2021.11.28,9,27 697.870,1 063.82,3 942.906,23 030.958,354.094,5 004.48,697.99
2021.11.28,10,27 657.461,1 060.64,3 942.906,22 991.886,355.431,5 004.48,697.99
2021.11.28,11,27 769.577,1 067.28,3 942.906,23 100.199,351.628,5 004.48,697.99
2021.11.28,12,28 148.906,1 050.40,3 942.906,23 469.784,341.884,5 004.48,697.99
2021.11.28,13,28 568.664,1 087.74,3 928.789,23 910.847,349.072,5 004.48,697.99
2021.11.28,14,28 630.291,1 103.44,7 200.318,21 432.856,1 080.983,5 004.48,697.99
2021.11.28,15,28 332.767,1 061.32,7 200.318,21 128.283,1 073.934,5 004.48,697.99
2021.11.28,16,28 057.830,1 065.06,7 200.318,20 858.536,1 079.124,5 004.48,697.99
2021.11.28,17,27 717.838,1 030.15,7 095.889,20 608.352,1 064.503,5 004.48,697.99
2021.11.28,18,27 045.675,1 023.64,1 874.616,24 251.769,158.810,5 004.48,697.99
2021.11.28,19,26 179.820,973.49,1 874.616,23 385.914,158.810,5 004.48,697.99
2021.11.28,20,25 823.842,939.94,1 874.616,23 029.936,158.810,5 004.48,697.99
2021.11.28,21,25 555.436,894.10,1 874.616,22 761.530,158.810,5 004.48,695.81
2021.11.28,22,25 261.099,831.68,1 874.616,22 467.193,158.810,5 004.48,695.82
2021.11.28,23,25 080.644,815.78,1 874.616,22 286.738,158.810,5 004.48,695.92
2021.11.29,0,25 145.514,841.94,1 874.616,22 332.578,148.980,5 004.48,728.36
2021.11.29,1,25 506.734,853.95,1 936.600,22 627.097,144.263,5 004.48,728.35
2021.11.29,2,26 292.139,876.60,4 670.702,20 994.734,460.597,5 004.48,728.33
2021.11.29,3,27 145.302,880.80,4 727.264,21 799.032,468.294,5 004.48,728.80
2021.11.29,4,27 670.571,948.93,3 942.906,22 989.457,350.092,5 004.48,729.06
2021.11.29,5,28 147.062,998.28,3 942.906,23 459.643,348.787,5 004.48,729.26
2021.11.29,6,28 350.052,1 130.15,3 942.906,23 662.633,348.787,5 004.48,729.68
2021.11.29,7,28 263.182,1 183.15,3 942.906,23 575.763,348.787,5 004.48,729.43
2021.11.29,8,28 178.373,1 187.44,3 942.906,23 496.954,348.787,5 004.48,729.74
2021.11.29,9,28 109.788,987.96,3 942.906,23 428.369,348.787,5 004.48,500.00
2021.11.29,10,28 032.132,987.35,3 942.906,23 350.713,348.787,5 004.48,729.00
2021.11.29,11,28 091.442,997.93,3 942.906,23 410.023,348.787,5 004.48,728.99
2021.11.29,12,28 446.006,1 019.03,3 942.906,23 764.587,348.787,5 004.48,728.80
2021.11.29,13,28 776.762,1 085.09,3 928.789,24 086.745,332.072,5 004.48,728.99
2021.11.29,14,28 773.894,1 082.49,7 200.318,21 433.395,953.119,5 004.48,728.96
2021.11.29,15,28 457.252,1 056.94,7 200.318,21 165.753,1 002.119,5 004.48,728.75
2021.11.29,16,28 014.922,1 002.06,7 200.318,20 730.846,1 009.542,5 004.48,728.69
2021.11.29,17,27 562.282,932.46,7 095.889,20 393.957,1 014.864,5 004.48,40.45
2021.11.29,18,27 081.493,1 011.66,1 874.616,24 264.710,145.133,5 004.48,729.01
2021.11.29,19,26 516.931,1 045.14,1 874.616,23 700.148,145.133,5 004.48,729.03
2021.11.29,20,26 178.006,964.96,1 874.616,23 361.223,145.133,5 004.48,728.80
2021.11.29,21,25 945.403,939.58,1 874.616,23 128.620,145.133,5 004.48,728.70
2021.11.29,22,25 408.229,859.77,1 874.616,22 591.446,145.133,5 004.48,728.39
2021.11.29,23,25 211.117,844.42,1 874.616,22 394.334,145.133,5 004.48,728.37
2021.11.30,0,25 168.060,840.67,1 874.616,22 357.127,146.983,5 004.48,729.25
2021.11.30,1,25 526.501,841.18,1 936.600,22 648.867,142.266,5 004.48,729.27
2021.11.30,2,26 247.804,852.00,4 670.702,20 956.648,462.846,5 004.48,729.29
2021.11.30,3,27 032.209,868.62,4 727.264,21 694.188,472.543,5 004.48,729.29
2021.11.30,4,27 576.007,943.00,3 942.906,22 902.324,353.523,5 004.48,729.53
2021.11.30,5,27 978.948,988.09,3 942.906,23 300.265,353.523,5 004.48,729.82
2021.11.30,6,28 253.742,1 129.07,3 942.906,23 575.059,353.523,5 004.48,730.09
2021.11.30,7,28 112.231,1 191.11,3 942.906,23 433.548,353.523,5 004.48,730.27
2021.11.30,8,28 013.253,1 188.60,3 942.906,23 340.570,353.523,5 004.48,730.25
2021.11.30,9,27 909.095,982.27,3 942.906,23 236.412,353.523,5 004.48,729.49
2021.11.30,10,27 910.138,979.20,3 942.906,23 237.455,353.523,5 004.48,729.55
2021.11.30,11,28 022.398,992.00,3 942.906,23 349.715,353.523,5 004.48,729.65
2021.11.30,12,28 246.539,1 015.45,3 942.906,23 573.856,353.523,5 004.48,729.56
2021.11.30,13,28 592.342,1 052.93,3 928.789,23 911.061,336.808,5 004.48,729.79
2021.11.30,14,28 643.560,1 059.09,7 200.318,21 419.501,1 065.559,5 004.48,729.78
2021.11.30,15,28 320.693,1 024.06,7 200.318,21 111.238,1 080.163,5 004.48,729.65
2021.11.30,16,27 972.704,991.52,7 200.318,20 770.082,1 086.996,5 004.48,729.62
2021.11.30,17,27 564.843,964.12,7 095.889,20 477.972,1 092.318,5 004.48,729.45
2021.11.30,18,27 071.544,990.80,1 874.616,24 260.611,146.983,5 004.48,729.61
2021.11.30,19,26 370.742,1 013.32,1 874.616,23 559.809,146.983,5 004.48,729.54
2021.11.30,20,25 988.173,954.57,1 874.616,23 177.240,146.983,5 004.48,729.51
2021.11.30,21,25 755.452,930.96,1 874.616,22 944.519,146.983,5 004.48,729.33
2021.11.30,22,25 254.226,858.63,1 874.616,22 443.293,146.983,5 004.48,729.29
2021.11.30,23,25 140.407,847.11,1 874.616,22 329.474,146.983,5 004.48,729.28
2021.12.01,0,25 420.463,817.63,2 004.938,22 475.309,133.034,5 003.92,691.97
2021.12.01,1,25 814.462,815.76,2 074.239,22 799.214,132.241,5 003.92,691.97
2021.12.01,2,26 485.567,845.56,4 976.955,20 931.989,496.627,5 003.92,692.06
2021.12.01,3,27 245.139,852.52,5 038.655,21 633.339,500.105,5 003.92,692.05
2021.12.01,4,27 712.881,923.59,4 206.992,22 765.384,333.745,5 003.92,692.25
2021.12.01,5,28 177.206,980.64,4 206.992,23 213.709,322.745,5 003.92,692.48
2021.12.01,6,28 357.340,1 050.89,4 206.992,23 383.450,312.352,5 003.92,692.57
2021.12.01,7,28 219.858,995.13,4 206.992,23 245.968,312.352,5 003.92,692.40
2021.12.01,8,28 121.284,980.26,4 206.992,23 153.394,312.352,5 003.92,692.26
2021.12.01,9,28 027.099,892.30,4 206.992,23 085.208,338.351,5 003.92,691.92
2021.12.01,10,27 995.585,880.22,4 206.992,23 053.694,338.351,5 003.92,691.91
2021.12.01,11,28 101.243,882.81,4 206.992,23 159.352,338.351,5 003.92,691.91
2021.12.01,12,28 368.055,901.45,4 206.992,23 426.164,338.351,5 003.92,691.73
2021.12.01,13,28 698.291,913.42,4 191.527,23 760.251,332.737,5 003.92,691.70
2021.12.01,14,28 754.905,920.07,7 663.844,21 203.964,1 192.153,5 003.92,691.64
2021.12.01,15,28 451.227,903.88,7 663.844,20 900.286,1 192.153,5 003.92,691.68
2021.12.01,16,28 063.787,881.08,7 663.844,20 513.846,1 193.153,5 003.92,691.72
2021.12.01,17,27 726.403,866.80,7 548.308,20 291.579,1 186.734,5 003.92,691.74
2021.12.01,18,27 333.970,899.17,2 004.938,24 372.417,116.635,5 003.92,691.76
2021.12.01,19,26 787.875,952.88,2 004.938,23 826.322,116.635,5 003.92,691.99
2021.12.01,20,26 176.861,968.07,2 004.938,23 226.698,131.025,5 003.92,692.21
2021.12.01,21,25 898.595,928.78,2 004.938,22 948.432,131.025,5 003.92,692.07
2021.12.01,22,25 607.108,863.52,2 004.938,22 656.945,131.025,5 003.92,691.79
2021.12.01,23,25 348.421,820.64,2 004.938,22 398.258,131.025,5 003.92,691.72
2021.12.02,0,25 181.064,821.67,2 004.938,22 213.501,131.025,5 003.92,710.79
2021.12.02,1,25 556.102,824.04,2 074.239,22 518.606,130.393,5 003.92,710.81
2021.12.02,2,26 256.300,835.08,4 976.955,20 718.709,533.014,5 003.92,710.83
2021.12.02,3,27 034.606,836.70,5 038.655,21 439.028,536.727,5 003.92,710.85
2021.12.02,4,27 580.369,892.47,4 206.992,22 627.923,349.196,5 003.92,711.05
2021.12.02,5,27 988.526,969.57,4 206.992,23 031.080,349.196,5 003.92,711.34
2021.12.02,6,28 174.254,1 063.62,4 206.992,23 216.808,349.196,5 003.92,711.52
2021.12.02,7,28 092.262,1 158.86,4 206.992,23 134.816,349.196,5 003.92,711.75
2021.12.02,8,27 966.434,1 113.68,4 206.992,23 014.988,349.196,5 003.92,711.62
2021.12.02,9,27 957.557,932.72,4 206.992,23 006.111,349.196,5 003.92,710.91
2021.12.02,10,27 872.622,930.80,4 206.992,22 921.176,349.196,5 003.92,710.89
2021.12.02,11,27 915.166,932.44,4 206.992,22 963.720,349.196,5 003.92,710.91
2021.12.02,12,28 173.407,949.40,4 206.992,23 221.961,349.196,5 003.92,710.93
2021.12.02,13,28 484.950,1 013.84,4 191.527,23 537.355,343.582,5 003.92,711.23
2021.12.02,14,28 472.120,1 022.12,7 663.844,20 949.614,1 240.988,5 003.92,711.31
2021.12.02,15,28 184.846,974.62,7 663.844,20 662.340,1 240.988,5 003.92,711.12
2021.12.02,16,27 892.787,929.37,7 663.844,20 370.081,1 241.988,5 003.92,710.97
2021.12.02,17,27 537.479,913.72,7 548.308,20 154.041,1 259.720,5 003.92,710.91
2021.12.02,18,27 139.466,959.83,2 004.938,24 170.703,131.025,5 003.92,711.12
2021.12.02,19,26 540.176,1 000.65,2 004.938,23 571.413,131.025,5 003.92,711.08
2021.12.02,20,26 107.097,917.08,2 004.938,23 138.334,131.025,5 003.92,710.87
2021.12.02,21,25 780.579,900.42,2 004.938,22 811.816,131.025,5 003.92,710.86
2021.12.02,22,25 309.510,842.30,2 004.938,22 340.747,131.025,5 003.92,710.86
2021.12.02,23,25 060.115,828.60,2 004.938,22 091.352,131.025,5 003.92,710.83
2021.12.03,0,24 954.221,836.76,2 004.938,21 994.178,131.145,5 003.92,722.87
2021.12.03,1,25 339.214,838.97,2 074.239,22 309.238,130.513,5 003.92,722.85
2021.12.03,2,26 060.785,849.81,4 976.955,20 541.521,543.941,5 003.92,722.89
2021.12.03,3,26 836.659,861.06,5 038.655,21 274.271,562.517,5 003.92,722.95
2021.12.03,4,27 348.856,929.70,4 206.992,22 412.814,358.200,5 003.92,723.22
2021.12.03,5,27 787.357,1 025.14,4 206.992,22 827.617,339.502,5 003.92,723.42
2021.12.03,6,27 950.606,1 098.34,4 206.992,22 990.866,339.502,5 003.92,723.55
2021.12.03,7,27 859.506,1 146.81,4 206.992,22 894.766,334.502,5 003.92,723.67
2021.12.03,8,27 716.180,1 035.27,4 206.992,22 757.440,334.502,5 003.92,723.35
2021.12.03,9,27 723.403,930.13,4 206.992,22 759.663,329.502,5 003.92,722.92
2021.12.03,10,27 674.794,928.92,4 206.992,22 701.054,319.502,5 003.92,722.91
2021.12.03,11,27 740.365,933.91,4 206.992,22 760.047,312.924,5 003.92,722.93
2021.12.03,12,27 977.663,943.91,4 206.992,22 997.345,312.924,5 003.92,722.91
2021.12.03,13,28 387.576,1 008.96,4 191.527,23 411.690,307.891,5 003.92,723.17
2021.12.03,14,28 376.178,1 010.96,7 663.844,20 846.204,1 226.120,5 003.92,723.16
2021.12.03,15,28 043.844,990.61,7 663.844,20 518.913,1 231.163,5 003.92,723.14
2021.12.03,16,27 672.880,930.22,7 663.844,20 148.949,1 232.163,5 003.92,722.91
2021.12.03,17,27 314.927,915.37,7 548.308,19 797.241,1 116.872,5 003.92,722.91
2021.12.03,18,26 729.167,974.78,2 004.938,23 756.057,118.078,5 003.92,723.18
2021.12.03,19,26 062.055,1 009.13,2 004.938,23 088.945,118.078,5 003.92,723.05
2021.12.03,20,25 719.495,953.05,2 004.938,22 746.385,118.078,5 003.92,722.90
2021.12.03,21,25 481.860,918.93,2 004.938,22 508.750,118.078,5 003.92,722.88
2021.12.03,22,25 080.179,872.02,2 004.938,22 107.069,118.078,5 003.92,722.89
2021.12.03,23,24 780.684,845.99,2 004.938,21 807.574,118.078,5 003.92,722.87
2021.12.04,0,24 975.869,852.94,2 004.938,21 995.317,117.236,5 003.92,722.16
2021.12.04,1,25 089.456,845.96,2 074.239,22 038.350,115.983,5 003.92,722.16
2021.12.04,2,25 516.550,851.04,4 976.955,19 839.655,392.910,5 003.92,722.16
2021.12.04,3,26 030.794,847.49,5 038.655,20 339.198,439.909,5 003.92,722.16
2021.12.04,4,26 644.634,884.22,4 206.992,21 633.805,289.013,5 003.92,722.16
2021.12.04,5,27 195.785,963.27,4 206.992,22 184.956,289.013,5 003.92,722.16
2021.12.04,6,27 605.140,1 042.92,4 206.992,22 594.311,289.013,5 003.92,722.16
2021.12.04,7,27 639.714,1 065.57,4 206.992,22 628.885,289.013,5 003.92,722.16
2021.12.04,8,27 631.592,1 162.38,4 206.992,22 620.763,289.013,5 003.92,746.29
2021.12.04,9,27 600.775,1 006.06,4 206.992,22 595.796,289.013,5 003.92,722.16
2021.12.04,10,27 551.921,995.02,4 206.992,22 546.942,289.013,5 003.92,722.16
2021.12.04,11,27 621.409,1 006.56,4 206.992,22 616.430,289.013,5 003.92,722.16
2021.12.04,12,27 917.312,1 093.85,4 206.992,22 912.333,289.013,5 003.92,722.16
2021.12.04,13,28 254.655,1 191.91,4 191.527,23 260.108,283.980,5 003.92,722.16
2021.12.04,14,28 187.955,1 192.27,7 663.844,20 434.619,997.508,5 003.92,722.16
2021.12.04,15,27 970.488,1 155.63,7 663.844,20 053.132,833.488,5 003.92,763.04
2021.12.04,16,27 717.532,1 003.44,7 663.844,19 997.968,1 031.280,5 003.92,722.16
2021.12.04,17,27 396.883,1 003.55,7 548.308,19 592.028,830.453,5 003.92,731.80
2021.12.04,18,26 896.660,997.17,2 004.938,23 921.958,117.236,5 003.92,722.16
2021.12.04,19,26 351.737,1 022.79,2 004.938,23 377.035,117.236,5 003.92,720.80
2021.12.04,20,25 877.784,951.23,2 004.938,22 901.082,117.236,5 003.92,722.16
2021.12.04,21,25 585.247,921.51,2 004.938,22 608.545,117.236,5 003.92,722.16
2021.12.04,22,25 480.708,869.54,2 004.938,22 504.006,117.236,5 003.92,722.16
2021.12.04,23,25 027.417,846.01,2 004.938,22 051.557,118.078,5 003.92,722.16
2021.12.05,0,25 284.107,828.80,2 004.938,22 275.825,114.956,5 003.92,701.93
2021.12.05,1,25 231.056,821.91,2 074.239,22 152.220,113.703,5 003.92,701.93
2021.12.05,2,25 465.436,822.31,4 976.955,19 802.618,432.437,5 003.92,701.93
2021.12.05,3,25 848.236,832.58,5 038.655,20 090.526,399.245,5 003.92,701.93
2021.12.05,4,26 466.310,843.29,4 206.992,21 422.038,281.020,5 003.92,701.93
2021.12.05,5,26 987.994,882.87,4 206.992,21 943.722,281.020,5 003.92,701.93
2021.12.05,6,27 418.414,984.87,4 206.992,22 374.142,281.020,5 003.92,716.75
2021.12.05,7,27 478.138,1 020.46,4 206.992,22 433.866,281.020,5 003.92,714.20
2021.12.05,8,27 372.497,1 087.99,4 206.992,22 322.489,275.284,5 003.92,723.71
2021.12.05,9,27 865.250,1 021.59,4 206.992,22 820.978,281.020,5 003.92,720.76
2021.12.05,10,27 934.788,1 024.00,4 206.992,22 890.516,281.020,5 003.92,720.51
2021.12.05,11,27 974.081,1 020.72,4 206.992,22 929.809,281.020,5 003.92,701.93
2021.12.05,12,28 155.332,1 051.74,4 206.992,23 111.060,281.020,5 003.92,701.93
2021.12.05,13,28 280.176,1 097.91,4 191.527,23 246.336,275.987,5 003.92,701.93
2021.12.05,14,28 277.010,1 096.45,7 663.844,20 488.223,993.357,5 003.92,701.93
2021.12.05,15,28 110.120,1 101.89,7 663.844,20 132.583,804.607,5 003.92,734.70
2021.12.05,16,28 012.057,1 052.21,7 663.844,20 205.233,975.320,5 003.92,701.93
2021.12.05,17,27 837.180,1 006.75,7 548.308,20 291.737,1 121.165,5 003.92,701.93
2021.12.05,18,26 961.440,1 059.45,2 004.938,23 952.316,114.114,5 003.92,720.68
2021.12.05,19,26 199.500,1 066.57,2 004.938,23 190.376,114.114,5 003.92,722.13
2021.12.05,20,26 024.005,962.05,2 004.938,23 045.723,114.956,5 003.92,700.56
2021.12.05,21,25 707.902,928.18,2 004.938,22 729.620,114.956,5 003.92,700.46
2021.12.05,22,25 455.661,899.01,2 004.938,22 477.379,114.956,5 003.92,700.91
2021.12.05,23,25 087.866,825.21,2 004.938,22 109.584,114.956,5 003.92,701.93
2021.12.06,0,25 116.230,834.39,2 004.938,22 124.248,114.956,5 003.92,733.33
2021.12.06,1,25 406.004,841.52,2 074.239,22 343.468,113.703,5 003.92,733.33
2021.12.06,2,26 104.173,850.22,4 976.955,20 406.918,381.700,5 003.92,733.33
2021.12.06,3,26 830.610,845.70,5 038.655,21 074.548,384.593,5 003.92,733.33
2021.12.06,4,27 546.028,891.51,4 206.992,22 519.212,283.176,5 003.92,733.33
2021.12.06,5,28 000.740,973.90,4 206.992,22 968.924,283.176,5 003.92,733.33
2021.12.06,6,28 124.185,1 060.11,4 206.992,23 086.633,277.440,5 003.92,733.33
2021.12.06,7,27 945.285,1 068.50,4 206.992,22 952.842,322.549,5 003.92,733.33
2021.12.06,8,27 923.021,1 053.98,4 206.992,22 928.951,314.922,5 003.92,733.33
2021.12.06,9,28 014.798,1 045.71,4 206.992,23 010.127,304.321,5 003.92,733.33
2021.12.06,10,28 029.927,1 040.60,4 206.992,22 998.375,277.440,5 003.92,733.33
2021.12.06,11,28 118.832,1 046.32,4 206.992,23 093.016,283.176,5 003.92,733.33
2021.12.06,12,28 396.328,988.13,4 206.992,23 370.512,283.176,5 003.92,733.33
2021.12.06,13,28 779.773,1 046.13,4 191.527,23 758.389,278.143,5 003.92,733.33
2021.12.06,14,28 687.868,1 051.07,7 663.844,20 882.055,966.031,5 003.92,733.33
2021.12.06,15,28 477.677,998.07,7 663.844,20 614.617,908.784,5 003.92,733.33
2021.12.06,16,28 057.239,956.38,7 663.844,20 263.823,978.428,5 003.92,733.32
2021.12.06,17,27 661.797,908.05,7 548.308,19 899.775,888.286,5 003.92,733.33
2021.12.06,18,27 101.068,909.05,2 004.938,24 112.208,118.078,5 003.92,733.33
2021.12.06,19,26 434.816,941.56,2 004.938,23 445.956,118.078,5 003.92,733.33
2021.12.06,20,25 983.243,892.86,2 004.938,22 994.383,118.078,5 003.92,733.33
2021.12.06,21,25 770.839,876.72,2 004.938,22 781.979,118.078,5 003.92,733.33
2021.12.06,22,25 355.757,851.15,2 004.938,22 366.897,118.078,5 003.92,733.33
2021.12.06,23,24 895.116,835.28,2 004.938,21 906.256,118.078,5 003.92,733.33
2021.12.07,0,25 016.918,785.84,2 004.938,22 028.058,118.078,5 003.92,677.30
2021.12.07,1,25 365.646,781.22,2 074.239,22 306.232,116.825,5 003.92,677.30
2021.12.07,2,26 080.385,794.68,4 976.955,20 458.928,457.498,5 003.92,677.30
2021.12.07,3,26 855.050,794.18,5 038.655,21 215.649,501.254,5 003.92,677.30
2021.12.07,4,27 406.184,856.95,4 206.992,22 397.672,301.480,5 003.92,677.30
2021.12.07,5,27 771.533,927.95,4 206.992,22 758.021,301.480,5 003.92,677.29
2021.12.07,6,28 036.029,1 025.56,4 206.992,23 014.253,293.216,5 003.92,677.29
2021.12.07,7,27 918.238,1 048.45,4 206.992,22 895.462,292.216,5 003.92,677.29
2021.12.07,8,27 835.517,1 051.56,4 206.992,22 818.741,292.216,5 003.92,677.29
2021.12.07,9,27 903.775,966.96,4 206.992,22 887.999,293.216,5 003.92,677.29
2021.12.07,10,27 860.410,958.06,4 206.992,22 844.634,293.216,5 003.92,677.29
2021.12.07,11,27 971.174,988.87,4 206.992,22 955.398,293.216,5 003.92,677.29
2021.12.07,12,28 164.049,1 002.26,4 206.992,23 148.273,293.216,5 003.92,677.30
2021.12.07,13,28 429.608,1 042.02,4 191.527,23 417.264,287.183,5 003.92,677.30
2021.12.07,14,28 444.252,1 055.50,7 663.844,20 727.600,1 055.192,5 003.92,677.29
2021.12.07,15,28 251.373,1 027.97,7 663.844,20 553.947,1 074.418,5 003.92,677.29
2021.12.07,16,28 073.115,1 003.31,7 663.844,20 277.350,976.079,5 003.92,677.29
2021.12.07,17,27 809.246,971.00,7 548.308,20 196.277,1 037.339,5 003.92,677.29
2021.12.07,18,27 126.731,979.85,2 004.938,24 137.871,118.078,5 003.92,677.29
2021.12.07,19,26 458.791,976.79,2 004.938,23 469.931,118.078,5 003.92,677.30
2021.12.07,20,26 046.651,924.34,2 004.938,23 057.791,118.078,5 003.92,677.29
2021.12.07,21,25 725.072,851.00,2 004.938,22 736.212,118.078,5 003.92,677.29
2021.12.07,22,25 240.802,796.93,2 004.938,22 251.942,118.078,5 003.92,677.30
2021.12.07,23,24 853.916,780.58,2 004.938,21 865.056,118.078,5 003.92,677.30
2021.12.08,0,25 211.863,616.88,2 004.938,22 219.603,118.078,5 003.92,222.56
2021.12.08,1,25 557.004,624.37,2 074.239,22 494.190,116.825,5 003.92,222.19
2021.12.08,2,26 165.364,677.31,4 976.955,20 552.996,469.987,5 003.92,219.67
2021.12.08,3,26 913.494,684.41,5 038.655,21 283.182,513.743,5 003.92,219.62
2021.12.08,4,27 540.367,743.31,4 206.992,22 498.845,271.870,5 003.92,216.89
2021.12.08,5,27 966.696,874.02,4 206.992,22 839.690,191.386,5 003.92,213.52
2021.12.08,6,27 987.928,995.07,4 206.992,22 860.922,191.386,5 003.92,213.51
2021.12.08,7,28 006.819,1 073.35,4 206.992,22 879.813,191.386,5 003.92,213.51
2021.12.08,8,27 758.417,1 071.75,4 206.992,22 637.411,191.386,5 003.92,213.51
2021.12.08,9,28 278.572,985.19,4 206.992,23 157.566,191.386,5 003.92,213.50
2021.12.08,10,28 441.783,975.01,4 206.992,23 320.777,191.386,5 003.92,213.51
2021.12.08,11,28 469.942,970.72,4 206.992,23 348.936,191.386,5 003.92,213.51
2021.12.08,12,28 721.408,987.22,4 206.992,23 600.402,191.386,5 003.92,213.51
