Дата,Час,"Объем полного планового потребления, МВт.ч","Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.","Объем покупки по регулируемым договорам, МВт.ч","Объем покупки на РСВ, МВт.ч","Объем продажи в обеспечение РД, МВт.ч","Максимальный индекс равновесной цены, руб./МВт.ч","Минимальный индекс равновесной цены, руб./МВт.ч"
2021.12.19,11,105 521.678,1 559.39,18 729.899,80 360.070,43.685,2 279.84,1 074.38
2021.12.19,12,105 557.202,1 560.25,18 729.899,80 408.230,45.829,2 229.22,1 071.07
2021.12.19,13,105 849.525,1 564.85,18 729.899,80 712.746,47.400,2 230.59,1 077.09
2021.12.19,14,106 262.820,1 567.32,18 729.899,81 148.602,45.116,2 233.29,1 077.14
2021.12.19,15,107 201.502,1 563.44,18 729.899,82 109.450,38.466,2 242.01,1 069.41
2021.12.19,16,108 777.971,1 566.15,18 729.899,83 708.419,17.587,2 252.90,1 063.84
2021.12.19,17,109 412.112,1 579.12,18 729.899,84 368.293,11.809,2 278.34,1 076.03
2021.12.19,18,109 062.311,1 576.40,35 103.045,67 715.320,92.626,2 271.05,1 066.57
2021.12.19,19,107 597.836,1 555.58,35 103.045,66 280.848,121.821,2 266.53,1 067.34
2021.12.19,20,105 701.161,1 532.47,35 103.045,64 424.387,164.213,2 269.02,1 052.35
2021.12.19,21,103 212.734,1 460.56,35 103.045,62 028.318,255.224,2 301.09,1 001.20
2021.12.19,22,99 637.666,1 215.16,8 734.854,84 510.213,3.150,2 244.49,839.28
2021.12.19,23,96 513.585,1 068.88,8 734.854,81 322.766,8.601,1 570.92,730.89
2021.12.20,0,95 235.414,1 015.61,8 734.854,79 990.094,6.302,2 214.73,693.46
2021.12.20,1,93 935.666,975.78,8 734.854,78 690.565,29.082,2 189.65,646.01
2021.12.20,2,93 598.963,930.75,8 734.854,78 357.209,49.406,2 165.24,602.93
2021.12.20,3,93 656.043,891.94,8 734.854,78 386.997,76.061,1 187.43,584.75
2021.12.20,4,95 109.394,962.32,8 734.854,79 775.471,79.691,1 311.11,630.00
2021.12.20,5,98 066.720,1 075.73,8 734.854,82 651.311,48.723,2 208.42,703.48
2021.12.20,6,102 607.800,1 307.17,22 253.873,73 644.495,8.416,2 272.82,862.02
2021.12.20,7,106 917.715,1 497.64,22 253.873,77 895.001,7.383,2 295.93,1 007.61
2021.12.20,8,110 993.827,1 612.11,18 729.899,85 601.754,45.017,2 396.83,1 116.76
2021.12.20,9,113 219.521,1 636.88,18 729.899,87 823.021,14.349,2 408.18,1 142.65
2021.12.20,10,113 652.772,1 634.69,18 729.899,88 241.595,18.516,2 389.62,1 124.76
2021.12.20,11,113 280.187,1 645.89,18 729.899,87 828.357,17.148,2 413.56,1 132.88
2021.12.20,12,112 618.531,1 636.67,18 729.899,87 171.854,26.047,2 412.79,1 128.45
2021.12.20,13,113 043.909,1 643.55,18 729.899,87 579.665,26.621,2 335.63,1 139.50
2021.12.20,14,113 097.041,1 643.06,18 729.899,87 623.284,27.598,2 339.12,1 145.05
2021.12.20,15,113 305.879,1 616.74,18 729.899,87 821.304,23.195,2 226.75,1 089.10
2021.12.20,16,114 322.312,1 625.81,18 729.899,88 828.519,9.576,2 379.32,1 080.87
2021.12.20,17,114 124.470,1 603.25,18 729.899,88 644.593,4.252,2 454.70,1 030.40
2021.12.20,18,113 110.717,1 597.57,35 103.045,71 310.483,62.057,2 453.81,1 045.41
2021.12.20,19,111 679.180,1 599.76,35 103.045,69 911.469,91.747,2 451.14,1 081.36
2021.12.20,20,109 509.477,1 429.08,35 103.045,67 773.341,140.553,2 316.76,869.20
2021.12.20,21,106 966.407,1 394.81,35 103.045,65 372.668,212.409,2 260.29,863.60
2021.12.20,22,102 795.731,1 218.42,8 734.854,87 345.660,4.349,2 266.17,855.20
2021.12.20,23,99 021.955,1 053.84,8 734.854,83 494.973,4.655,2 220.56,725.21
2021.12.21,0,97 905.357,1 006.53,8 734.854,82 345.146,5.126,2 212.23,683.22
2021.12.21,1,96 461.053,930.12,8 734.854,80 883.437,16.474,2 175.40,608.66
2021.12.21,2,95 788.275,862.88,8 734.854,80 238.997,42.941,1 448.39,551.33
2021.12.21,3,95 866.452,838.12,8 734.854,80 342.427,65.655,1 172.20,531.39
2021.12.21,4,97 315.595,894.78,8 734.854,81 791.128,67.640,1 247.16,569.33
2021.12.21,5,100 357.832,1 060.72,8 734.854,84 822.397,38.524,2 210.38,695.11
2021.12.21,6,104 495.221,1 284.85,22 253.873,75 433.340,4.333,2 265.04,873.99
2021.12.21,7,108 599.677,1 481.87,22 253.873,79 511.753,5.653,2 302.37,1 001.27
2021.12.21,8,112 194.226,1 584.59,18 729.899,86 713.078,37.124,2 388.49,1 115.57
2021.12.21,9,114 261.763,1 623.82,18 729.899,88 785.509,14.984,2 488.89,1 083.95
2021.12.21,10,114 656.735,1 633.31,18 729.899,89 172.114,21.082,2 496.09,1 116.13
2021.12.21,11,114 280.789,1 633.46,18 729.899,88 774.849,23.642,2 476.82,1 124.78
2021.12.21,12,113 695.487,1 622.82,18 729.899,88 198.038,24.594,2 437.75,1 130.44
2021.12.21,13,114 145.798,1 630.44,18 729.899,88 654.416,21.043,2 446.20,1 146.89
2021.12.21,14,114 216.896,1 626.74,18 729.899,88 716.568,26.199,2 438.66,1 139.37
2021.12.21,15,114 440.666,1 619.02,18 729.899,88 952.972,21.243,2 446.11,1 129.79
2021.12.21,16,115 315.853,1 630.26,18 729.899,89 839.946,10.676,2 501.95,1 117.73
2021.12.21,17,115 321.218,1 631.72,18 729.899,89 861.358,6.509,2 401.57,909.66
2021.12.21,18,114 407.383,1 625.43,35 103.045,72 635.604,58.977,2 385.98,942.96
2021.12.21,19,112 940.828,1 599.10,35 103.045,71 213.025,88.164,2 341.01,1 050.14
2021.12.21,20,110 845.669,1 491.41,35 103.045,69 136.203,126.887,2 346.96,880.20
2021.12.21,21,108 148.053,1 424.86,35 103.045,66 553.880,198.058,2 280.70,865.34
2021.12.21,22,104 204.970,1 243.66,8 734.854,88 786.579,4.431,2 285.19,854.77
2021.12.21,23,100 387.608,1 040.33,8 734.854,84 889.748,2.851,2 250.82,748.37
2021.12.22,0,98 948.801,961.36,8 734.854,83 373.623,3.174,2 242.13,657.32
2021.12.22,1,97 511.851,874.86,8 734.854,81 923.223,11.056,2 179.33,574.14
2021.12.22,2,97 536.940,850.31,8 734.854,81 939.379,31.391,1 164.31,561.90
2021.12.22,3,97 704.577,829.88,8 734.854,82 135.054,49.544,1 138.03,541.31
2021.12.22,4,99 108.276,859.18,8 734.854,83 549.317,51.342,1 144.26,559.44
2021.12.22,5,102 083.600,1 015.71,8 734.854,86 514.888,33.146,1 370.65,692.55
2021.12.22,6,106 434.900,1 300.54,22 253.873,77 357.694,13.617,1 829.43,901.92
2021.12.22,7,110 279.635,1 465.32,22 253.873,81 137.551,6.139,2 129.60,1 007.95
2021.12.22,8,113 897.405,1 559.35,18 729.899,88 379.117,35.189,2 284.50,1 117.78
2021.12.22,9,116 143.339,1 591.61,18 729.899,90 629.149,10.870,2 298.65,1 137.29
2021.12.22,10,116 644.297,1 603.73,18 729.899,91 130.226,10.988,2 307.96,1 125.82
2021.12.22,11,116 273.615,1 591.57,18 729.899,90 765.479,12.192,2 306.90,1 129.02
2021.12.22,12,115 747.515,1 581.73,18 729.899,90 232.657,10.127,2 307.26,1 127.83
2021.12.22,13,116 122.764,1 590.79,18 729.899,90 619.062,3.227,2 307.19,1 141.79
2021.12.22,14,116 028.663,1 584.90,18 729.899,90 502.270,2.460,2 236.58,1 126.73
2021.12.22,15,115 663.738,1 581.87,18 729.899,90 136.771,3.011,2 245.05,1 101.54
2021.12.22,16,116 499.710,1 605.69,18 729.899,90 974.159,2.041,2 253.59,1 094.39
2021.12.22,17,116 232.266,1 599.50,18 729.899,90 735.793,2.560,2 275.72,963.15
2021.12.22,18,115 339.251,1 594.12,35 103.045,73 532.491,54.401,2 284.32,1 048.33
2021.12.22,19,114 798.904,1 570.52,35 103.045,73 034.652,76.535,2 260.58,1 068.17
2021.12.22,20,112 620.647,1 501.02,35 103.045,70 858.993,116.185,2 249.47,898.35
2021.12.22,21,109 879.681,1 417.89,35 103.045,68 217.089,180.887,2 175.24,865.95
2021.12.22,22,105 912.116,1 218.78,8 734.854,90 452.308,2.075,2 116.73,856.65
2021.12.22,23,102 149.223,1 012.21,8 734.854,86 614.467,3.021,1 639.27,722.83
2021.12.23,0,100 238.410,931.06,8 734.854,84 619.934,8.074,2 222.86,626.08
2021.12.23,1,98 677.737,846.42,8 734.854,83 056.717,16.445,1 413.11,548.13
2021.12.23,2,98 081.144,803.05,8 734.854,82 468.473,27.704,1 137.74,521.17
2021.12.23,3,98 152.141,799.07,8 734.854,82 556.223,45.167,1 133.54,511.66
2021.12.23,4,99 452.931,846.97,8 734.854,83 860.047,46.495,1 135.56,554.23
2021.12.23,5,102 367.873,1 023.88,8 734.854,86 770.573,31.970,1 443.01,701.34
2021.12.23,6,106 878.151,1 306.84,22 253.873,77 796.341,10.486,1 863.59,925.80
2021.12.23,7,111 012.182,1 511.42,22 253.873,81 848.472,7.309,2 235.14,971.00
2021.12.23,8,114 688.188,1 609.14,18 729.899,89 134.375,25.492,2 423.13,971.00
2021.12.23,9,116 755.199,1 632.50,18 729.899,91 206.737,7.152,2 540.42,971.00
2021.12.23,10,117 093.527,1 645.01,18 729.899,91 540.595,6.418,2 696.48,971.00
2021.12.23,11,116 644.128,1 635.95,18 729.899,91 084.442,8.380,2 512.27,971.00
2021.12.23,12,116 088.387,1 627.22,18 729.899,90 527.119,14.360,2 491.04,971.00
2021.12.23,13,116 223.249,1 631.26,18 729.899,90 666.708,12.704,2 487.45,971.00
2021.12.23,14,116 264.663,1 631.84,18 729.899,90 693.425,11.765,2 486.18,971.00
2021.12.23,15,116 620.106,1 624.89,18 729.899,91 056.211,12.058,2 631.82,971.00
2021.12.23,16,117 616.403,1 659.19,18 729.899,92 064.470,8.143,2 669.64,931.37
2021.12.23,17,117 648.937,1 655.37,18 729.899,92 105.352,2.065,2 367.96,663.06
2021.12.23,18,116 799.939,1 649.60,35 103.045,74 949.463,49.673,2 420.91,971.00
2021.12.23,19,115 195.938,1 595.56,35 103.045,73 377.289,75.543,2 282.14,958.38
2021.12.23,20,112 903.446,1 539.84,35 103.045,71 081.090,114.232,2 274.83,864.88
2021.12.23,21,110 256.009,1 433.31,35 103.045,68 572.972,174.606,2 330.73,870.27
2021.12.23,22,106 472.914,1 291.92,8 734.854,90 939.589,1.669,2 376.81,854.21
2021.12.23,23,102 676.629,1 058.19,8 734.854,87 092.609,1.495,2 034.99,743.74
2021.12.24,0,100 056.811,960.60,8 734.854,84 457.941,6.649,1 614.14,672.51
2021.12.24,1,98 497.763,907.08,8 734.854,82 881.571,11.564,1 408.77,622.06
2021.12.24,2,98 304.110,911.14,8 734.854,82 680.988,20.698,1 409.71,621.90
2021.12.24,3,98 434.498,914.12,8 734.854,82 815.812,27.409,1 406.33,626.81
2021.12.24,4,99 759.380,958.15,8 734.854,84 123.542,30.636,1 423.01,669.68
2021.12.24,5,102 711.514,1 080.05,8 734.854,87 115.803,18.708,1 549.34,768.85
2021.12.24,6,107 164.876,1 359.42,22 253.873,78 102.198,7.060,1 999.45,954.38
2021.12.24,7,111 430.146,1 545.41,22 253.873,82 272.926,3.950,2 258.64,971.00
2021.12.24,8,115 335.454,1 670.58,18 729.899,89 772.111,16.084,2 277.23,971.00
2021.12.24,9,117 453.382,1 689.48,18 729.899,91 920.897,6.774,2 287.87,971.00
2021.12.24,10,117 693.875,1 694.43,18 729.899,92 165.584,6.499,2 301.79,971.00
2021.12.24,11,117 160.827,1 698.62,18 729.899,91 624.860,8.764,2 289.19,971.00
2021.12.24,12,116 582.213,1 689.58,18 729.899,91 036.625,12.648,2 295.69,971.00
2021.12.24,13,116 716.927,1 695.94,18 729.899,91 179.512,13.740,2 300.84,971.00
2021.12.24,14,116 514.360,1 689.87,18 729.899,90 962.569,9.731,2 258.89,971.00
2021.12.24,15,116 809.563,1 670.57,18 729.899,91 271.844,10.302,2 257.70,971.00
2021.12.24,16,117 964.786,1 685.20,18 729.899,92 441.158,8.231,2 264.80,971.00
2021.12.24,17,118 052.703,1 683.13,18 729.899,92 542.237,2.057,2 270.02,971.00
2021.12.24,18,117 076.673,1 697.52,35 103.045,75 221.776,40.972,2 275.53,971.00
2021.12.24,19,115 608.214,1 690.53,35 103.045,73 756.271,66.441,2 274.74,971.00
2021.12.24,20,113 392.170,1 615.85,35 103.045,71 577.508,109.961,2 282.84,971.00
2021.12.24,21,110 803.374,1 550.25,35 103.045,69 216.803,156.790,2 290.00,942.00
2021.12.24,22,106 947.579,1 409.57,8 734.854,91 524.197,2.112,2 314.87,878.32
2021.12.24,23,102 880.059,1 125.25,8 734.854,87 372.580,1.757,1 701.70,852.84
2021.12.25,0,100 811.068,1 128.89,8 734.854,85 238.230,6.570,1 622.89,846.34
2021.12.25,1,99 145.684,1 054.33,8 734.854,83 541.073,16.754,1 472.03,772.60
2021.12.25,2,98 065.737,1 034.67,8 734.854,82 451.147,26.051,1 434.95,758.38
2021.12.25,3,97 796.835,1 021.53,8 734.854,82 183.576,44.804,1 393.48,749.32
2021.12.25,4,98 783.785,1 037.55,8 734.854,83 192.313,47.722,1 452.70,750.40
2021.12.25,5,100 426.015,1 082.10,8 734.854,84 836.638,30.157,1 537.26,777.49
2021.12.25,6,103 000.491,1 252.98,22 253.873,73 911.611,10.168,1 726.39,914.46
2021.12.25,7,105 208.377,1 405.05,22 253.873,76 165.022,2.906,1 900.15,981.88
2021.12.25,8,108 536.510,1 621.06,18 729.899,83 122.338,82.758,2 217.88,1 099.12
2021.12.25,9,111 134.405,1 742.15,18 729.899,85 686.716,13.421,2 284.77,1 122.54
2021.12.25,10,112 492.482,1 767.26,18 729.899,87 047.314,1.812,2 284.11,1 121.68
2021.12.25,11,112 690.106,1 775.00,18 729.899,87 240.775,2.086,2 298.03,1 121.28
2021.12.25,12,112 283.146,1 770.82,18 729.899,86 816.089,9.045,2 308.80,1 120.58
2021.12.25,13,112 214.076,1 770.67,18 729.899,86 745.754,7.361,2 307.20,1 125.26
2021.12.25,14,112 330.540,1 762.63,18 729.899,86 859.250,6.403,2 255.14,1 132.79
2021.12.25,15,112 930.734,1 761.10,18 729.899,87 465.208,7.638,2 215.55,1 134.61
2021.12.25,16,114 393.198,1 784.48,18 729.899,88 976.798,7.024,2 252.07,1 132.20
2021.12.25,17,114 588.455,1 783.14,18 729.899,89 188.255,2.588,2 262.37,1 122.68
2021.12.25,18,113 795.485,1 776.64,35 103.045,72 059.067,43.526,2 251.99,1 119.39
2021.12.25,19,112 290.700,1 754.00,35 103.045,70 572.538,68.343,2 278.29,1 112.65
2021.12.25,20,110 419.983,1 667.45,35 103.045,68 756.557,103.614,2 319.86,1 052.78
2021.12.25,21,107 994.598,1 555.00,35 103.045,66 399.913,161.949,2 354.80,1 013.73
2021.12.25,22,104 636.715,1 399.20,8 734.854,89 216.423,2.886,2 341.70,965.95
2021.12.25,23,101 630.851,1 144.78,8 734.854,86 108.995,2.630,1 735.13,862.84
2021.12.26,0,99 471.397,1 073.75,8 734.854,83 847.334,5.383,1 561.57,826.69
2021.12.26,1,97 907.342,1 023.36,8 734.854,82 275.008,12.679,1 481.51,775.28
2021.12.26,2,96 977.193,983.31,8 734.854,81 323.093,21.736,1 415.87,725.32
2021.12.26,3,96 531.678,957.44,8 734.854,80 885.321,37.529,1 331.85,700.40
2021.12.26,4,97 121.386,980.00,8 734.854,81 507.050,40.926,1 458.38,708.70
2021.12.26,5,98 473.901,1 044.94,8 734.854,82 844.307,24.694,1 524.31,751.72
2021.12.26,6,100 669.437,1 094.71,22 253.873,71 525.099,10.122,1 645.15,783.36
2021.12.26,7,102 204.124,1 157.64,22 253.873,73 072.855,4.601,1 690.06,812.26
2021.12.26,8,104 941.776,1 413.59,18 729.899,79 437.597,72.245,2 096.79,1 007.18
2021.12.26,9,107 963.930,1 572.49,18 729.899,82 439.717,22.609,2 297.65,1 065.41
2021.12.26,10,109 663.378,1 603.49,18 729.899,84 149.520,7.471,2 305.38,1 069.11
2021.12.26,11,110 097.728,1 610.04,18 729.899,84 578.864,5.361,2 310.71,1 071.84
2021.12.26,12,110 094.643,1 611.05,18 729.899,84 584.833,9.901,2 313.01,1 073.60
2021.12.26,13,110 402.882,1 616.65,18 729.899,84 881.288,7.944,2 306.40,1 084.80
2021.12.26,14,110 627.441,1 616.63,18 729.899,85 108.828,7.019,2 307.13,1 088.73
2021.12.26,15,111 436.751,1 618.46,18 729.899,85 936.083,6.302,2 306.05,1 089.82
2021.12.26,16,113 215.182,1 643.00,18 729.899,87 752.530,3.931,2 370.11,1 089.98
2021.12.26,17,113 873.344,1 646.22,18 729.899,88 420.629,3.719,2 289.48,1 084.63
2021.12.26,18,113 263.576,1 636.10,35 103.045,71 474.035,43.009,2 280.97,1 075.80
2021.12.26,19,112 108.978,1 621.58,35 103.045,70 344.183,66.463,2 319.15,1 065.68
2021.12.26,20,110 198.373,1 590.68,35 103.045,68 468.557,101.796,2 352.08,1 033.44
2021.12.26,21,107 932.766,1 528.39,35 103.045,66 242.527,155.392,2 286.79,1 002.98
2021.12.26,22,104 418.914,1 335.95,8 734.854,88 891.745,2.825,2 331.32,900.43
2021.12.26,23,100 882.617,1 121.28,8 734.854,85 258.952,6.143,2 246.95,852.43
2021.12.27,0,99 147.471,1 058.12,8 734.854,83 419.769,5.491,1 638.41,761.25
2021.12.27,1,97 428.226,991.88,8 734.854,81 695.105,7.199,2 224.87,680.03
2021.12.27,2,97 213.140,962.04,8 734.854,81 467.364,12.187,1 438.75,650.61
2021.12.27,3,97 360.701,953.48,8 734.854,81 626.774,23.594,1 380.35,638.21
2021.12.27,4,98 665.505,1 016.53,8 734.854,82 942.372,19.434,1 541.36,681.08
2021.12.27,5,101 695.305,1 118.62,8 734.854,85 929.826,11.586,1 949.91,756.06
2021.12.27,6,106 744.100,1 439.13,22 253.873,77 465.349,3.560,2 614.38,968.49
2021.12.27,7,110 887.514,1 620.92,22 253.873,81 526.854,2.263,2 831.32,1 095.53
2021.12.27,8,114 670.689,1 723.42,18 729.899,88 885.957,7.737,2 766.11,1 110.85
2021.12.27,9,117 061.346,1 757.74,18 729.899,91 302.618,1.655,2 806.15,1 112.02
2021.12.27,10,117 421.654,1 762.50,18 729.899,91 655.538,2.328,2 808.15,1 107.81
2021.12.27,11,117 086.393,1 776.12,18 729.899,91 293.209,2.695,2 798.80,1 108.49
2021.12.27,12,116 485.600,1 769.02,18 729.899,90 687.434,5.655,2 789.63,1 105.78
2021.12.27,13,116 760.982,1 778.16,18 729.899,90 962.660,4.044,2 822.24,1 111.66
2021.12.27,14,116 812.311,1 780.69,18 729.899,90 995.342,2.633,2 823.29,1 115.60
2021.12.27,15,116 543.932,1 750.93,18 729.899,90 760.435,2.571,2 825.23,1 099.71
2021.12.27,16,117 551.056,1 785.56,18 729.899,91 798.241,1.219,2 472.90,1 095.94
2021.12.27,17,117 373.267,1 772.94,18 729.899,91 652.393,1.992,2 538.20,1 079.82
2021.12.27,18,116 437.960,1 754.02,35 103.045,74 395.772,33.643,2 649.21,1 061.27
2021.12.27,19,114 947.852,1 720.90,35 103.045,72 925.751,54.156,2 609.42,1 038.96
2021.12.27,20,112 772.425,1 609.21,35 103.045,70 777.645,91.951,2 440.42,1 008.85
2021.12.27,21,110 169.388,1 538.78,35 103.045,68 291.333,142.810,2 462.33,951.07
2021.12.27,22,106 293.689,1 391.01,8 734.854,90 655.847,4.156,2 410.90,877.71
2021.12.27,23,102 118.374,1 128.29,8 734.854,86 357.253,3.070,2 334.63,805.55
2021.12.28,0,100 269.416,1 061.60,8 734.854,84 461.031,4.452,1 694.60,754.93
2021.12.28,1,99 019.920,1 005.88,8 734.854,83 193.171,5.789,1 591.86,707.15
2021.12.28,2,98 136.819,964.18,8 734.854,82 292.024,10.114,1 428.94,661.14
2021.12.28,3,98 454.055,952.24,8 734.854,82 619.125,19.876,1 372.15,645.47
2021.12.28,4,99 749.504,1 032.10,8 734.854,83 935.377,17.091,1 602.91,700.85
2021.12.28,5,102 388.249,1 109.07,8 734.854,86 592.233,11.345,1 628.74,761.41
2021.12.28,6,105 949.806,1 340.86,22 253.873,76 660.016,4.727,2 030.12,911.66
2021.12.28,7,110 669.540,1 560.10,22 253.873,81 312.360,3.157,2 250.50,1 052.89
2021.12.28,8,114 244.056,1 718.30,18 729.899,88 465.803,7.966,2 360.94,1 081.34
2021.12.28,9,116 517.826,1 750.70,18 729.899,90 771.355,1.730,2 416.76,1 075.33
2021.12.28,10,116 868.140,1 748.94,18 729.899,91 137.139,2.352,2 406.34,1 070.15
2021.12.28,11,116 444.986,1 751.74,18 729.899,90 705.634,2.670,2 431.35,1 071.07
2021.12.28,12,115 820.475,1 745.71,18 729.899,90 088.641,7.407,2 452.59,1 069.50
2021.12.28,13,115 917.566,1 750.46,18 729.899,90 185.698,5.609,2 448.27,1 079.91
2021.12.28,14,115 942.804,1 752.43,18 729.899,90 179.028,4.314,2 444.86,1 086.00
2021.12.28,15,116 275.284,1 748.59,18 729.899,90 520.285,3.783,2 441.77,1 085.57
2021.12.28,16,117 562.658,1 753.45,18 729.899,91 823.949,1.312,2 397.70,1 082.23
2021.12.28,17,117 720.545,1 750.35,18 729.899,92 014.688,2.154,2 434.25,1 074.49
2021.12.28,18,116 896.584,1 740.69,35 103.045,74 865.984,34.135,2 407.85,1 062.60
2021.12.28,19,115 379.073,1 725.58,35 103.045,73 363.307,56.966,2 431.09,1 052.93
2021.12.28,20,113 152.258,1 633.50,35 103.045,71 180.351,96.718,2 414.53,1 015.47
2021.12.28,21,110 565.171,1 537.33,35 103.045,68 710.060,145.337,2 410.76,961.55
2021.12.28,22,106 500.191,1 291.08,8 734.854,90 839.991,4.457,2 303.79,867.64
2021.12.28,23,102 565.238,1 093.38,8 734.854,86 822.491,5.429,2 242.77,787.83
2021.12.29,0,100 038.823,1 038.21,8 734.854,84 219.833,4.979,1 607.08,765.91
2021.12.29,1,98 532.658,983.12,8 734.854,82 692.786,7.867,1 539.83,710.31
2021.12.29,2,97 763.898,955.84,8 734.854,81 907.346,9.228,1 523.81,682.43
2021.12.29,3,97 945.432,958.36,8 734.854,82 090.241,12.870,1 523.68,678.09
2021.12.29,4,99 221.544,998.32,8 734.854,83 385.954,13.291,1 641.24,699.27
2021.12.29,5,101 811.206,1 113.85,8 734.854,85 996.135,6.643,1 808.17,790.73
2021.12.29,6,106 330.993,1 433.46,22 253.873,77 027.048,7.373,2 277.46,1 005.96
2021.12.29,7,110 279.776,1 611.34,22 253.873,80 900.790,4.009,2 362.67,1 076.58
2021.12.29,8,114 284.028,1 752.93,18 729.899,88 489.818,11.628,2 346.91,1 101.97
2021.12.29,9,116 423.344,1 797.99,18 729.899,90 680.786,16.043,2 604.77,1 099.55
2021.12.29,10,116 804.719,1 802.65,18 729.899,91 083.828,18.182,2 657.67,1 089.03
2021.12.29,11,116 252.564,1 798.93,18 729.899,90 512.731,20.655,2 647.54,1 087.26
2021.12.29,12,115 813.601,1 811.16,18 729.899,90 079.662,20.047,2 801.46,1 084.00
2021.12.29,13,116 069.732,1 804.07,18 729.899,90 328.054,9.486,2 621.08,1 101.66
2021.12.29,14,115 829.496,1 797.14,18 729.899,90 049.684,9.575,2 527.05,1 105.74
2021.12.29,15,116 299.713,1 787.48,18 729.899,90 526.033,9.736,2 504.21,1 101.95
2021.12.29,16,117 406.314,1 805.18,18 729.899,91 645.745,8.263,2 533.32,1 097.22
2021.12.29,17,117 502.012,1 805.09,18 729.899,91 766.325,2.452,2 554.56,1 096.09
2021.12.29,18,116 634.113,1 798.51,35 103.045,74 557.465,26.139,2 545.75,1 083.77
2021.12.29,19,115 214.322,1 743.44,35 103.045,73 147.748,45.892,2 415.98,1 056.51
2021.12.29,20,113 233.056,1 712.37,35 103.045,71 200.125,85.027,2 424.84,1 028.42
2021.12.29,21,110 643.442,1 623.64,35 103.045,68 724.448,137.415,2 509.17,966.37
2021.12.29,22,106 745.463,1 446.39,8 734.854,91 095.231,4.467,2 468.40,873.51
2021.12.29,23,102 812.695,1 208.33,8 734.854,87 055.004,4.072,2 307.27,861.83
2021.12.30,0,99 942.709,1 117.54,8 734.854,84 122.620,6.066,1 721.47,813.89
2021.12.30,1,98 306.785,1 028.46,8 734.854,82 462.690,6.526,1 555.68,733.39
2021.12.30,2,97 493.457,1 010.40,8 734.854,81 622.092,7.358,1 504.52,716.38
2021.12.30,3,97 615.652,1 014.31,8 734.854,81 742.130,11.329,1 505.25,710.08
2021.12.30,4,98 751.998,1 061.85,8 734.854,82 899.522,16.228,1 585.69,738.69
2021.12.30,5,101 085.703,1 184.54,8 734.854,85 251.542,9.428,1 704.39,823.02
2021.12.30,6,104 231.741,1 430.20,22 253.873,74 910.710,6.212,2 102.24,974.32
2021.12.30,7,109 141.177,1 660.49,22 253.873,79 733.664,5.467,2 295.60,1 093.97
2021.12.30,8,112 900.882,1 760.56,18 729.899,87 072.878,6.716,2 343.09,1 106.35
2021.12.30,9,114 905.826,1 795.52,18 729.899,89 107.470,4.314,2 568.75,1 101.58
2021.12.30,10,115 140.661,1 798.85,18 729.899,89 349.708,8.136,2 604.20,1 095.98
2021.12.30,11,114 559.723,1 793.44,18 729.899,88 713.343,4.182,2 451.85,1 100.03
2021.12.30,12,113 948.667,1 787.70,18 729.899,88 089.335,6.887,2 461.61,1 100.27
2021.12.30,13,113 564.723,1 786.58,18 729.899,87 707.712,5.480,2 442.97,1 109.98
2021.12.30,14,113 586.426,1 784.89,18 729.899,87 706.631,8.722,2 391.46,1 112.01
2021.12.30,15,114 065.793,1 775.86,18 729.899,88 226.069,5.721,2 372.62,1 113.79
2021.12.30,16,115 233.759,1 783.90,18 729.899,89 437.725,3.982,2 366.45,1 110.88
2021.12.30,17,115 587.050,1 788.69,18 729.899,89 814.700,4.510,2 369.72,1 113.22
2021.12.30,18,114 607.549,1 782.07,35 103.045,72 499.458,25.808,2 373.75,1 107.43
2021.12.30,19,113 212.037,1 772.55,35 103.045,71 132.526,47.515,2 366.00,1 088.36
2021.12.30,20,111 373.383,1 738.79,35 103.045,69 330.430,88.188,2 517.48,1 046.58
2021.12.30,21,109 137.117,1 726.95,35 103.045,67 308.183,140.909,2 508.24,1 025.53
2021.12.30,22,105 205.693,1 558.72,8 734.854,89 650.340,2.910,2 573.29,929.78
2021.12.30,23,101 394.570,1 392.94,8 734.854,85 767.062,4.852,2 909.02,868.57
2021.12.31,0,98 030.557,1 177.35,8 734.854,82 360.334,8.508,1 836.53,848.19
2021.12.31,1,95 544.275,1 054.20,8 734.854,79 828.482,8.995,1 642.41,759.51
2021.12.31,2,94 460.689,1 023.94,8 734.854,78 732.724,20.689,1 584.72,727.27
2021.12.31,3,94 256.565,1 017.10,8 734.854,78 528.651,31.763,1 560.21,716.83
2021.12.31,4,94 166.890,1 012.18,8 734.854,78 449.928,39.286,1 563.34,706.64
2021.12.31,5,95 475.161,1 055.39,8 734.854,79 765.524,25.675,1 641.86,735.16
2021.12.31,6,96 969.098,1 090.37,22 253.873,67 740.693,18.987,1 693.84,762.08
2021.12.31,7,99 485.093,1 278.16,22 253.873,70 263.986,15.425,1 909.57,887.14
2021.12.31,8,102 076.319,1 443.76,18 729.899,76 487.527,77.021,2 255.46,1 009.07
2021.12.31,9,104 452.685,1 551.94,18 729.899,78 847.152,31.034,2 292.72,1 053.31
2021.12.31,10,105 846.145,1 605.01,18 729.899,80 243.936,13.293,2 291.65,1 056.45
2021.12.31,11,106 192.365,1 614.30,18 729.899,80 584.131,13.681,2 294.52,1 056.22
